Date,state,PMDI
201906,RI,3.54
201907,RI,3.72
201908,RI,3.5
201909,RI,1.87
201910,RI,3.44
201911,RI,2.55
201912,RI,3.59
202001,RI,1.32
202002,RI,0.83
202003,RI,0.38
202004,RI,1.37
202005,RI,0.82
202006,RI,0.16
202007,RI,-1.21
202008,RI,-2.11
202009,RI,-2.94
202010,RI,-1.47
202011,RI,-0.98
202012,RI,1.69
202101,RI,0.15
202102,RI,0.33
202103,RI,-0.89
202104,RI,-1.1
202105,RI,0.44
202106,RI,-0.47
202107,RI,1.43
202108,RI,1.79
202109,RI,2.88
202110,RI,3.41
202111,RI,1.75
202112,RI,-0.13
202201,RI,-0.52
202202,RI,1.64
202203,RI,0.39
202204,RI,-0.21
202205,RI,-1.38
202206,RI,-1.04
202207,RI,-2
202208,RI,-2.56
202209,RI,-0.95
202210,RI,0.56
202211,RI,-0.27
202212,RI,1.19
202301,RI,1.87
202302,RI,-0.34
202303,RI,-0.65
202304,RI,-0.94
202305,RI,-0.8
202306,RI,-0.5
202307,RI,1.9
202308,RI,2.11
202309,RI,3.23
202310,RI,2.8
202311,RI,1.3
202312,RI,2.91
200101,SC,-2.34
200102,SC,-2.67
200103,SC,-0.87
200104,SC,-2.5
200105,SC,-2.8
200106,SC,-2.16
200107,SC,-1.96
200108,SC,-2.92
200109,SC,-2.8
200110,SC,-3.23
200111,SC,-3.92
200112,SC,-4.86
200201,SC,-4.93
200202,SC,-5.31
200203,SC,-4.82
200204,SC,-5.15
200205,SC,-4.7
200206,SC,-4.8
200207,SC,-5.3
200208,SC,-4.82
200209,SC,-4.08
200210,SC,-2.83
200211,SC,-1.03
200212,SC,0.47
200301,SC,-0.62
200302,SC,-0.19
200303,SC,1.51
200304,SC,2.43
200305,SC,2.98
200306,SC,3.52
200307,SC,4.31
200308,SC,3.84
200309,SC,3.09
200310,SC,3.21
200311,SC,1.79
200312,SC,1.02
200401,SC,-0.49
200402,SC,0.5
200403,SC,-1.68
200404,SC,-2.1
200405,SC,-2.5
200406,SC,-1.38
200407,SC,-1.74
200408,SC,-0.14
200409,SC,1.97
200410,SC,0.79
200411,SC,0.77
200412,SC,-0.02
200501,SC,-1.07
200502,SC,-0.91
200503,SC,-0.13
200504,SC,-0.45
200505,SC,0.24
200506,SC,1.21
200507,SC,1.27
200508,SC,0.95
200509,SC,-1.2
200510,SC,-0.05
200511,SC,0.27
200512,SC,0.65
200601,SC,0.32
200602,SC,-0.5
200603,SC,-1.44
200604,SC,-1.8
200605,SC,-1.97
200606,SC,0.15
200607,SC,-1.4
200608,SC,-1.75
200609,SC,-1.29
200610,SC,-0.95
200611,SC,0.88
200612,SC,0.91
200701,SC,0.75
200702,SC,-0.44
200703,SC,-1.13
200704,SC,-1.26
200705,SC,-1.86
200706,SC,-1.68
200707,SC,-2.02
200708,SC,-3.01
200709,SC,-3.63
200710,SC,-3.73
200711,SC,-4.36
200712,SC,-4.05
200801,SC,-4.02
200802,SC,-3.66
200803,SC,-3.61
200804,SC,-3.28
200805,SC,-3.19
200806,SC,-3.81
200807,SC,-3.89
200808,SC,-2.65
200809,SC,-2.5
200810,SC,-1.05
200811,SC,0.44
200812,SC,0.23
200901,SC,-0.73
200902,SC,-1.62
200903,SC,-0.96
200904,SC,-0.71
200905,SC,0.9
200906,SC,0.61
200907,SC,0.11
200908,SC,-0.83
200909,SC,-1.59
200910,SC,-0.24
200911,SC,1.08
200912,SC,2.74
201001,SC,2.99
201002,SC,2.54
201003,SC,1.39
201004,SC,-0.72
201005,SC,-1.4
201006,SC,-1.74
201007,SC,-2.08
201008,SC,-2.02
201009,SC,-1.88
201010,SC,-2.33
201011,SC,-2.83
201012,SC,-3.37
201101,SC,-3.87
201102,SC,-3.9
201103,SC,-3.2
201104,SC,-3.36
201105,SC,-3.32
201106,SC,-3.92
201107,SC,-4.44
201108,SC,-4.75
201109,SC,-4.48
201110,SC,-4.35
201111,SC,-4.14
201112,SC,-4.68
201201,SC,-5.06
201202,SC,-5.35
201203,SC,-5.41
201204,SC,-5.25
201205,SC,-3.32
201206,SC,-2.54
201207,SC,-2.28
201208,SC,-0.25
201209,SC,-0.66
201210,SC,-1.13
201211,SC,-1.62
201212,SC,-1.1
201301,SC,-1.77
201302,SC,0.13
201303,SC,-0.11
201304,SC,0.86
201305,SC,1.01
201306,SC,2.12
201307,SC,3.69
201308,SC,4.02
201309,SC,2.73
201310,SC,1.2
201311,SC,1.35
201312,SC,2.33
201401,SC,1.86
201402,SC,1.19
201403,SC,1.15
201404,SC,1.41
201405,SC,1.29
201406,SC,0.37
201407,SC,-0.3
201408,SC,-0.86
201409,SC,-0.49
201410,SC,-0.87
201411,SC,0.63
201412,SC,0.77
201501,SC,0.69
201502,SC,0.83
201503,SC,-0.47
201504,SC,0.5
201505,SC,-0.95
201506,SC,-1.41
201507,SC,-2.24
201508,SC,-2.14
201509,SC,-2.09
201510,SC,2.77
201511,SC,4.16
201512,SC,4.65
201601,SC,3.61
201602,SC,3.71
201603,SC,1.27
201604,SC,0.17
201605,SC,1.52
201606,SC,0.61
201607,SC,-1.11
201608,SC,-2.09
201609,SC,-0.7
201610,SC,1.12
201611,SC,-0.12
201612,SC,0.29
201701,SC,0.78
201702,SC,-1.07
201703,SC,-1.66
201704,SC,-0.12
201705,SC,0.98
201706,SC,1
201707,SC,0.83
201708,SC,0.01
201709,SC,0.46
201710,SC,0.3
201711,SC,-0.56
201712,SC,-0.64
201801,SC,-0.78
201802,SC,-1.52
201803,SC,-1.71
201804,SC,-0.21
201805,SC,1.21
201806,SC,0.03
201807,SC,0.15
201808,SC,-0.62
201809,SC,-0.29
201810,SC,0.62
201811,SC,1.77
201812,SC,3.25
201901,SC,2.75
201902,SC,1.08
201903,SC,-0.43
201904,SC,-0.23
201905,SC,-1.66
201906,SC,-0.63
201907,SC,-1.71
201908,SC,-1.95
201909,SC,-2.76
201910,SC,-2.53
201911,SC,-1.75
201912,SC,0.81
202001,SC,0.91
202002,SC,2.03
202003,SC,1.05
202004,SC,2
202005,SC,3.06
202006,SC,2.86
202007,SC,1.86
202008,SC,2.46
202009,SC,3.08
202010,SC,2.64
202011,SC,3.05
202012,SC,2.58
202101,SC,2.76
202102,SC,3.31
202103,SC,1.82
202104,SC,0.21
202105,SC,-0.75
202106,SC,0.23
202107,SC,0.98
202108,SC,1
202109,SC,0.98
202110,SC,0.53
202111,SC,-0.67
202112,SC,-1.13
202201,SC,-0.42
202202,SC,-1.46
202203,SC,-1.7
202204,SC,-0.9
202205,SC,-1.24
202206,SC,-1.68
202207,SC,-1.41
202208,SC,-1.34
202209,SC,-1.51
202210,SC,-1.49
202211,SC,-0.92
202212,SC,-0.93
202301,SC,0.65
202302,SC,0.35
202303,SC,-0.75
202304,SC,0.56
202305,SC,0.63
202306,SC,1.35
202307,SC,0.94
202308,SC,1.54
202309,SC,0.62
202310,SC,-0.36
202311,SC,-0.73
202312,SC,0.61
200101,SD,1.56
200102,SD,2.19
200103,SD,1.44
200104,SD,3.07
200105,SD,2.81
200106,SD,2.71
200107,SD,3.78
200108,SD,2
200109,SD,1.99
200110,SD,1.44
200111,SD,1.32
200112,SD,0.19
200201,SD,-0.33
200202,SD,-1.18
200203,SD,-1.3
200204,SD,-1.7
200205,SD,-2.05
200206,SD,-3.43
200207,SD,-4.35
200208,SD,-2.93
200209,SD,-3.02
200210,SD,-1.36
200211,SD,-2.24
200212,SD,-2.51
200301,SD,-2.3
200302,SD,-1.96
200303,SD,-2.16
200304,SD,-2.13
200305,SD,-1.76
200306,SD,-1.05
200307,SD,-2.02
200308,SD,-2.98
200309,SD,-2.41
200310,SD,-2.81
200311,SD,-2.27
200312,SD,-2.42
200401,SD,-2.35
200402,SD,-2.27
200403,SD,-2.18
200404,SD,-2.98
200405,SD,-1.87
200406,SD,-2.22
200407,SD,-1.88
200408,SD,-2.01
200409,SD,1.52
200410,SD,2.25
200411,SD,1.29
200412,SD,0.21
200501,SD,-0.06
200502,SD,-0.45
200503,SD,-1.11
200504,SD,-1.24
200505,SD,0.65
200506,SD,1.43
200507,SD,0.6
200508,SD,0.17
200509,SD,0.56
200510,SD,-0.22
200511,SD,0.15
200512,SD,0.65
200601,SD,0.14
200602,SD,-0.35
200603,SD,0.24
200604,SD,-0.16
200605,SD,-1.19
200606,SD,-2.32
200607,SD,-3.86
200608,SD,-3.08
200609,SD,0.27
200610,SD,-0.12
200611,SD,-0.62
200612,SD,-0.05
200701,SD,-0.58
200702,SD,0.09
200703,SD,0.5
200704,SD,0.94
200705,SD,1.69
200706,SD,1.28
200707,SD,-0.86
200708,SD,1.17
200709,SD,0.45
200710,SD,1.82
200711,SD,0.31
200712,SD,0.55
200801,SD,-0.12
200802,SD,-0.54
200803,SD,-0.69
200804,SD,-0.62
200805,SD,1.01
200806,SD,2.13
200807,SD,2.96
200808,SD,2.91
200809,SD,3.19
200810,SD,4.29
200811,SD,4.48
200812,SD,4.52
200901,SD,4.28
200902,SD,4.66
200903,SD,5.38
200904,SD,5.46
200905,SD,3.74
200906,SD,4.16
200907,SD,5.25
200908,SD,6.05
200909,SD,5.52
200910,SD,7.56
200911,SD,5.97
200912,SD,6.81
201001,SD,6.66
201002,SD,6.54
201003,SD,6.49
201004,SD,6.36
201005,SD,6.72
201006,SD,7.26
201007,SD,8.27
201008,SD,8.42
201009,SD,9.16
201010,SD,8.12
201011,SD,7.08
201012,SD,7.2
201101,SD,7.17
201102,SD,7.34
201103,SD,7.16
201104,SD,7.24
201105,SD,8.07
201106,SD,8.31
201107,SD,8.8
201108,SD,8.85
201109,SD,7.13
201110,SD,6.1
201111,SD,4.66
201112,SD,3.66
201201,SD,3.1
201202,SD,3.9
201203,SD,0.23
201204,SD,0.21
201205,SD,-0.31
201206,SD,-2.35
201207,SD,-3.43
201208,SD,-4.24
201209,SD,-5.05
201210,SD,-4.73
201211,SD,-4.69
201212,SD,-4.01
201301,SD,-3.73
201302,SD,-3.17
201303,SD,-3.51
201304,SD,-1.93
201305,SD,1.11
201306,SD,1.32
201307,SD,2
201308,SD,2.27
201309,SD,2.19
201310,SD,5.12
201311,SD,4.68
201312,SD,4.84
201401,SD,4.49
201402,SD,4.29
201403,SD,4.29
201404,SD,4.49
201405,SD,4.2
201406,SD,5.6
201407,SD,5.17
201408,SD,6.68
201409,SD,6.39
201410,SD,4.85
201411,SD,4.55
201412,SD,4.69
201501,SD,4.05
201502,SD,3.48
201503,SD,1.07
201504,SD,-1.09
201505,SD,2.38
201506,SD,3
201507,SD,3.67
201508,SD,4.71
201509,SD,3.97
201510,SD,3.75
201511,SD,3.68
201512,SD,4.09
201601,SD,3.51
201602,SD,3.45
201603,SD,2.31
201604,SD,3.68
201605,SD,3.42
201606,SD,1.06
201607,SD,1.34
201608,SD,1.95
201609,SD,2.17
201610,SD,1.64
201611,SD,0.82
201612,SD,2.23
201701,SD,2.29
201702,SD,1.78
201703,SD,0.46
201704,SD,0.08
201705,SD,-0.84
201706,SD,-1.7
201707,SD,-2.19
201708,SD,-0.29
201709,SD,1.11
201710,SD,1.09
201711,SD,-0.47
201712,SD,-0.54
201801,SD,-0.71
201802,SD,-0.32
201803,SD,0.57
201804,SD,0.82
201805,SD,0.38
201806,SD,0.89
201807,SD,1.56
201808,SD,1.52
201809,SD,2.11
201810,SD,2.58
201811,SD,2.54
201812,SD,2.94
201901,SD,2.85
201902,SD,3.25
201903,SD,3.85
201904,SD,4.4
201905,SD,6.51
201906,SD,5.62
201907,SD,7.71
201908,SD,9.15
201909,SD,10.44
201910,SD,10.75
201911,SD,10.41
201912,SD,10.39
202001,SD,9.76
202002,SD,9.19
202003,SD,8.53
202004,SD,7.71
202005,SD,7.35
202006,SD,6.41
202007,SD,6.98
202008,SD,6.58
202009,SD,4.88
202010,SD,4.93
202011,SD,3.49
202012,SD,2.77
202101,SD,2.07
202102,SD,1.36
202103,SD,0.21
202104,SD,-0.54
202105,SD,-1.15
202106,SD,-3.17
202107,SD,-3.55
202108,SD,-3.36
202109,SD,-2.99
202110,SD,0.69
202111,SD,-0.27
202112,SD,0.26
202201,SD,-0.11
202202,SD,-0.49
202203,SD,-1.43
202204,SD,0.13
202205,SD,1.09
202206,SD,-0.55
202207,SD,-0.28
202208,SD,-0.55
202209,SD,-1.44
202210,SD,-1.85
202211,SD,-1.78
202212,SD,0.89
202301,SD,1.29
202302,SD,1.42
202303,SD,1.47
202304,SD,0.99
202305,SD,0.47
202306,SD,0.91
202307,SD,1.29
202308,SD,2.32
202309,SD,2.52
202310,SD,3.44
202311,SD,2.15
202312,SD,3.26
200101,TN,-2.77
200102,TN,-1.03
200103,TN,-2.06
200104,TN,-2.74
200105,TN,-2.44
200106,TN,-1.48
200107,TN,-0.63
200108,TN,0.32
200109,TN,0.86
200110,TN,1.6
200111,TN,1.98
200112,TN,1.92
200201,TN,2.16
200202,TN,-0.01
200203,TN,2.22
200204,TN,-0.16
200205,TN,0.7
200206,TN,-0.75
200207,TN,-1.14
200208,TN,-1.36
200209,TN,1.14
200210,TN,1.88
200211,TN,1.97
200212,TN,2.32
200301,TN,0.33
200302,TN,2.82
200303,TN,0.15
200304,TN,0.43
200305,TN,3.14
200306,TN,3.46
200307,TN,3.8
200308,TN,3.91
200309,TN,4.57
200310,TN,3.93
200311,TN,4.2
200312,TN,3.19
200401,TN,1.86
200402,TN,1.82
200403,TN,0.78
200404,TN,1.03
200405,TN,1.01
200406,TN,2.21
200407,TN,2.54
200408,TN,2.85
200409,TN,3.09
200410,TN,3.67
200411,TN,4.18
200412,TN,4.33
200501,TN,3.27
200502,TN,2.31
200503,TN,0.63
200504,TN,1.68
200505,TN,-0.19
200506,TN,-0.25
200507,TN,0.13
200508,TN,1.24
200509,TN,0.36
200510,TN,-1.22
200511,TN,-1.53
200512,TN,-1.96
200601,TN,-1.03
200602,TN,-1.85
200603,TN,-2.42
200604,TN,-1.83
200605,TN,-1.61
200606,TN,-1.68
200607,TN,-1.97
200608,TN,-1.82
200609,TN,-0.33
200610,TN,0.74
200611,TN,0.71
200612,TN,-0.23
200701,TN,-0.63
200702,TN,-1.74
200703,TN,-2.89
200704,TN,-2.71
200705,TN,-3.42
200706,TN,-3.7
200707,TN,-3.8
200708,TN,-4.96
200709,TN,-4.96
200710,TN,-3.94
200711,TN,-4.18
200712,TN,-4.01
200801,TN,-3.99
200802,TN,-3.84
200803,TN,-2.66
200804,TN,-1.14
200805,TN,-0.32
200806,TN,-1.38
200807,TN,-1.71
200808,TN,-1.81
200809,TN,-2.91
200810,TN,-2.59
200811,TN,-2.94
200812,TN,-0.71
200901,TN,-0.64
200902,TN,-1.91
200903,TN,-2.32
200904,TN,-2.02
200905,TN,1.31
200906,TN,0.88
200907,TN,2.09
200908,TN,2.04
200909,TN,3.28
200910,TN,4.7
200911,TN,2.99
200912,TN,3.36
201001,TN,3.24
201002,TN,1.96
201003,TN,0.68
201004,TN,-0.83
201005,TN,1.85
201006,TN,0.7
201007,TN,-0.02
201008,TN,-0.16
201009,TN,-1.23
201010,TN,-1.34
201011,TN,-0.57
201012,TN,-1.37
201101,TN,-1.67
201102,TN,-1.71
201103,TN,-0.42
201104,TN,2.23
201105,TN,2.23
201106,TN,2.55
201107,TN,0.9
201108,TN,-1.39
201109,TN,0.95
201110,TN,0.81
201111,TN,2.36
201112,TN,2.53
201201,TN,2.01
201202,TN,0.21
201203,TN,-1.28
201204,TN,-2.15
201205,TN,-2.65
201206,TN,-3.12
201207,TN,-2.78
201208,TN,-2.7
201209,TN,-0.58
201210,TN,0.81
201211,TN,-0.42
201212,TN,0.23
201301,TN,1.62
201302,TN,0.01
201303,TN,-0.07
201304,TN,2.08
201305,TN,2.35
201306,TN,2.83
201307,TN,3.77
201308,TN,3.92
201309,TN,3.8
201310,TN,2.83
201311,TN,2.45
201312,TN,3.16
201401,TN,1.52
201402,TN,1.66
201403,TN,0.55
201404,TN,1.39
201405,TN,0.02
201406,TN,1.91
201407,TN,2.05
201408,TN,2.58
201409,TN,1.59
201410,TN,3.28
201411,TN,2.96
201412,TN,2.41
201501,TN,0.83
201502,TN,0.75
201503,TN,0.5
201504,TN,1.29
201505,TN,0.41
201506,TN,0.69
201507,TN,1.98
201508,TN,2.4
201509,TN,1.81
201510,TN,2.23
201511,TN,2.68
201512,TN,3.1
201601,TN,1.46
201602,TN,1.85
201603,TN,0.96
201604,TN,-0.39
201605,TN,-0.75
201606,TN,-0.91
201607,TN,-0.82
201608,TN,-0.06
201609,TN,-1.08
201610,TN,-2.13
201611,TN,-2.67
201612,TN,-1.5
201701,TN,-1.94
201702,TN,-2.84
201703,TN,-2.45
201704,TN,-0.9
201705,TN,0.41
201706,TN,0.96
201707,TN,1.42
201708,TN,2
201709,TN,2.31
201710,TN,2.9
201711,TN,1.88
201712,TN,1.57
201801,TN,-0.03
201802,TN,2.84
201803,TN,2.63
201804,TN,3.17
201805,TN,2.52
201806,TN,3.01
201807,TN,1.99
201808,TN,2.31
201809,TN,3.4
201810,TN,3.42
201811,TN,3.78
201812,TN,4.11
201901,TN,3.9
201902,TN,5.7
201903,TN,4.36
201904,TN,4.75
201905,TN,3.3
201906,TN,4.4
201907,TN,4.69
201908,TN,4.55
201909,TN,1.55
201910,TN,3.95
201911,TN,4
201912,TN,3.92
202001,TN,3.93
202002,TN,4.88
202003,TN,5.03
202004,TN,5.43
202005,TN,5.03
202006,TN,4.51
202007,TN,4.14
202008,TN,4.64
202009,TN,4.62
202010,TN,4.96
202011,TN,3.11
202012,TN,2.67
202101,TN,1.29
202102,TN,1.35
202103,TN,3.59
202104,TN,2.04
202105,TN,1.86
202106,TN,2.07
202107,TN,2.49
202108,TN,3.79
202109,TN,4.18
202110,TN,4.69
202111,TN,3.02
202112,TN,2.08
202201,TN,2.44
202202,TN,3.96
202203,TN,2.62
202204,TN,2.6
202205,TN,1.99
202206,TN,0.47
202207,TN,0.47
202208,TN,0.66
202209,TN,-0.01
202210,TN,-0.75
202211,TN,-1.24
202212,TN,-0.43
202301,TN,0.48
202302,TN,-0.26
202303,TN,-0.22
202304,TN,-0.34
202305,TN,-0.43
202306,TN,-0.28
202307,TN,0.66
202308,TN,1.93
202309,TN,0.43
202310,TN,-1.11
202311,TN,-1.84
202312,TN,-2.24
200101,TX,3.38
200102,TX,3.41
200103,TX,4.14
200104,TX,2.3
200105,TX,1.43
200106,TX,0.7
200107,TX,-1.32
200108,TX,-0.39
200109,TX,-0.3
200110,TX,-0.89
200111,TX,-0.01
200112,TX,0.32
200201,TX,-0.34
200202,TX,-0.73
200203,TX,-0.4
200204,TX,-0.75
200205,TX,-1.5
200206,TX,-1.87
200207,TX,0.41
200208,TX,-0.42
200209,TX,-0.46
200210,TX,1.75
200211,TX,1.93
200212,TX,2.76
200301,TX,2.24
200302,TX,2.85
200303,TX,2.04
200304,TX,0.4
200305,TX,-1.76
200306,TX,-0.5
200307,TX,-0.56
200308,TX,-0.95
200309,TX,0.25
200310,TX,0.35
200311,TX,-0.36
200312,TX,-1.51
200401,TX,-1.46
200402,TX,0
200403,TX,0.27
200404,TX,1.26
200405,TX,-0.1
200406,TX,2.28
200407,TX,2.78
200408,TX,3.37
200409,TX,2.65
200410,TX,3.05
200411,TX,5.01
200412,TX,4.55
200501,TX,4.49
200502,TX,4.66
200503,TX,4.36
200504,TX,2.78
200505,TX,2.19
200506,TX,0.57
200507,TX,0.39
200508,TX,1.24
200509,TX,-0.94
200510,TX,-1.23
200511,TX,-2.03
200512,TX,-2.63
200601,TX,-3.2
200602,TX,-3.55
200603,TX,-3.42
200604,TX,-4.1
200605,TX,-4.95
200606,TX,-5.56
200607,TX,-5.59
200608,TX,-5.28
200609,TX,-4.39
200610,TX,-2.66
200611,TX,-3.54
200612,TX,-2.57
200701,TX,-0.13
200702,TX,-0.84
200703,TX,1.77
200704,TX,1.92
200705,TX,2.96
200706,TX,4.21
200707,TX,6.44
200708,TX,7.7
200709,TX,6.81
200710,TX,4.95
200711,TX,3.59
200712,TX,2.34
200801,TX,1
200802,TX,-0.44
200803,TX,-0.15
200804,TX,-0.75
200805,TX,-2.31
200806,TX,-3.07
200807,TX,-3.2
200808,TX,-0.49
200809,TX,-0.3
200810,TX,-0.4
200811,TX,-1.44
200812,TX,-2.6
200901,TX,-3.32
200902,TX,-4.18
200903,TX,-3.89
200904,TX,-3.14
200905,TX,-3.92
200906,TX,-4.72
200907,TX,-4.51
200908,TX,-4.7
200909,TX,-3.02
200910,TX,0.17
200911,TX,-0.03
200912,TX,1.16
201001,TX,2.29
201002,TX,2.98
201003,TX,2.97
201004,TX,3.03
201005,TX,1.83
201006,TX,1.6
201007,TX,3.17
201008,TX,1.75
201009,TX,2.32
201010,TX,0.34
201011,TX,-0.97
201012,TX,-1.84
201101,TX,-1.96
201102,TX,-2.5
201103,TX,-3.39
201104,TX,-4.47
201105,TX,-5.39
201106,TX,-6.56
201107,TX,-7.33
201108,TX,-7.86
201109,TX,-8.06
201110,TX,-7.39
201111,TX,-7.08
201112,TX,-5.39
201201,TX,-4.45
201202,TX,-3.37
201203,TX,-2.06
201204,TX,-2.88
201205,TX,-3.36
201206,TX,-4.14
201207,TX,-3.94
201208,TX,-4.01
201209,TX,-2.92
201210,TX,-3.71
201211,TX,-4.38
201212,TX,-4.61
201301,TX,-3.95
201302,TX,-4.13
201303,TX,-4.31
201304,TX,-4.19
201305,TX,-4.48
201306,TX,-4.84
201307,TX,-4.4
201308,TX,-4.67
201309,TX,-3.63
201310,TX,-2.56
201311,TX,-1.86
201312,TX,-1.77
201401,TX,-2.71
201402,TX,-3.2
201403,TX,-3.1
201404,TX,-3.49
201405,TX,-2.93
201406,TX,-3.14
201407,TX,-3.02
201408,TX,-3.2
201409,TX,-2.48
201410,TX,-2.92
201411,TX,-1.24
201412,TX,-1.67
201501,TX,-0.22
201502,TX,-0.41
201503,TX,1.48
201504,TX,2.2
201505,TX,4.75
201506,TX,5.13
201507,TX,5.16
201508,TX,3.64
201509,TX,1.19
201510,TX,3.64
201511,TX,4.64
201512,TX,4.85
201601,TX,4.46
201602,TX,3.43
201603,TX,3.85
201604,TX,4.5
201605,TX,4.96
201606,TX,5.15
201607,TX,4.7
201608,TX,5.75
201609,TX,4.73
201610,TX,2.11
201611,TX,1.49
201612,TX,1.23
201701,TX,1.14
201702,TX,0.15
201703,TX,-0.58
201704,TX,-0.57
201705,TX,-1.41
201706,TX,-1.55
201707,TX,-1.62
201708,TX,2.47
201709,TX,1.77
201710,TX,0.31
201711,TX,-1.5
201712,TX,-1.4
201801,TX,-1.83
201802,TX,-1.3
201803,TX,-1.47
201804,TX,-1.87
201805,TX,-2.92
201806,TX,-3.49
201807,TX,-3.75
201808,TX,-3.69
201809,TX,0.01
201810,TX,3.38
201811,TX,3.58
201812,TX,4.56
201901,TX,4.45
201902,TX,3.52
201903,TX,2.88
201904,TX,3.74
201905,TX,4.38
201906,TX,5.03
201907,TX,4.99
201908,TX,3.1
201909,TX,1.3
201910,TX,1.25
201911,TX,0.62
201912,TX,-0.83
202001,TX,-1.25
202002,TX,-1.31
202003,TX,-0.62
202004,TX,-0.94
202005,TX,-1.19
202006,TX,-1.61
202007,TX,-1.87
202008,TX,-2.48
202009,TX,-0.91
202010,TX,-2.08
202011,TX,-2.72
202012,TX,-2.6
202101,TX,-2.51
202102,TX,-2.57
202103,TX,-2.68
202104,TX,-2.51
202105,TX,0.27
202106,TX,1.42
202107,TX,2.27
202108,TX,2.53
202109,TX,0.29
202110,TX,-0.31
202111,TX,-1.37
202112,TX,-2.43
202201,TX,-2.94
202202,TX,-3.17
202203,TX,-3.19
202204,TX,-3.82
202205,TX,-4.86
202206,TX,-5.85
202207,TX,-6.56
202208,TX,-4.14
202209,TX,-5.4
202210,TX,-4.96
202211,TX,-3.47
202212,TX,-3.53
202301,TX,-3.81
202302,TX,-3.81
202303,TX,-3.83
202304,TX,-3.2
202305,TX,-2.51
202306,TX,-3.29
202307,TX,-3.93
202308,TX,-4.68
202309,TX,-5
202310,TX,-3.62
202311,TX,-3.87
202312,TX,-3.85
200101,UT,-0.77
200102,UT,-0.3
200103,UT,-0.67
200104,UT,-0.26
200105,UT,-0.99
200106,UT,-1.74
200107,UT,-2.22
200108,UT,-2.15
200109,UT,-2.72
200110,UT,-3.11
200111,UT,-2.46
200112,UT,-2.27
200201,UT,-2.81
200202,UT,-3.32
200203,UT,-3.54
200204,UT,-3.85
200205,UT,-4.58
200206,UT,-5.48
200207,UT,-6.1
200208,UT,-6.6
200209,UT,-3.65
200210,UT,-2.72
200211,UT,-2.59
200212,UT,-3.06
200301,UT,-4.46
200302,UT,-4.12
200303,UT,-4.12
200304,UT,-4.01
200305,UT,-4.04
200306,UT,-4.38
200307,UT,-5.08
200308,UT,-4.93
200309,UT,-4.85
200310,UT,-5.22
200311,UT,-4.04
200312,UT,-2.58
200401,UT,-2.82
200402,UT,-1.1
200403,UT,-3.01
200404,UT,-2.21
200405,UT,-2.89
200406,UT,-2.99
200407,UT,-3.09
200408,UT,-3.11
200409,UT,-2.28
200410,UT,1.82
200411,UT,2.37
200412,UT,2.57
200501,UT,4.05
200502,UT,4.75
200503,UT,4.78
200504,UT,4.82
200505,UT,5.07
200506,UT,5.71
200507,UT,5.61
200508,UT,5.23
200509,UT,4.58
200510,UT,4.25
200511,UT,2.62
200512,UT,1.82
200601,UT,1.5
200602,UT,0.13
200603,UT,1.25
200604,UT,0.65
200605,UT,-0.84
200606,UT,-1.66
200607,UT,-1.86
200608,UT,-2.1
200609,UT,-0.82
200610,UT,1.9
200611,UT,1
200612,UT,0.44
200701,UT,-0.61
200702,UT,-0.79
200703,UT,-1.46
200704,UT,-1.8
200705,UT,-2.39
200706,UT,-3.08
200707,UT,-3.54
200708,UT,-3.51
200709,UT,-2.49
200710,UT,-2.68
200711,UT,-3.44
200712,UT,-1.7
200801,UT,-0.55
200802,UT,0.56
200803,UT,0
200804,UT,-0.63
200805,UT,-0.31
200806,UT,-0.2
200807,UT,-0.84
200808,UT,-1.31
200809,UT,-1.88
200810,UT,-2.14
200811,UT,-2.25
200812,UT,-1.28
200901,UT,-1.16
200902,UT,-1.3
200903,UT,-1.96
200904,UT,-1.1
200905,UT,-1.16
200906,UT,0.28
200907,UT,-0.36
200908,UT,-1.71
200909,UT,-1.9
200910,UT,-1.84
200911,UT,-2.39
200912,UT,-1.81
201001,UT,-1.05
201002,UT,-0.9
201003,UT,-0.9
201004,UT,-0.25
201005,UT,0.7
201006,UT,0.85
201007,UT,0.71
201008,UT,0.82
201009,UT,-0.74
201010,UT,0.96
201011,UT,1.24
201012,UT,2.94
201101,UT,2.64
201102,UT,3.03
201103,UT,2.97
201104,UT,3.54
201105,UT,4.88
201106,UT,5.08
201107,UT,6.08
201108,UT,5.7
201109,UT,5.08
201110,UT,4.76
201111,UT,3.92
201112,UT,2.3
201201,UT,1.33
201202,UT,0.58
201203,UT,-1.43
201204,UT,-2.44
201205,UT,-3.48
201206,UT,-4.6
201207,UT,-4.59
201208,UT,-4.59
201209,UT,-4.24
201210,UT,-4.07
201211,UT,-4.32
201212,UT,-3.26
201301,UT,-3.3
201302,UT,-3.68
201303,UT,-4.15
201304,UT,-3.74
201305,UT,-3.76
201306,UT,-4.66
201307,UT,-4.56
201308,UT,-4.17
201309,UT,-0.49
201310,UT,-0.3
201311,UT,-0.52
201312,UT,-0.76
201401,UT,-1.64
201402,UT,-2.18
201403,UT,-3
201404,UT,-3.09
201405,UT,-3.3
201406,UT,-4.03
201407,UT,-4.2
201408,UT,-1.51
201409,UT,1.58
201410,UT,-0.38
201411,UT,-0.98
201412,UT,-0.87
201501,UT,-1.25
201502,UT,-2.64
201503,UT,-3.61
201504,UT,-3.76
201505,UT,-0.98
201506,UT,-1.78
201507,UT,-1.64
