Year,Month,State,Data Status,Thousand Dollars,Megawatthours,Count
2023,5,NC,Final,"500,956","3,882,224","4,936,056"
2023,5,ND,Final,"37,057","315,401","394,340"
2023,5,NE,Final,"81,970","696,216","890,964"
2023,5,NH,Final,"95,773","313,022","647,179"
2023,5,NJ,Final,"318,765","1,861,393","3,695,542"
2023,5,NM,Final,"65,679","506,963","926,727"
2023,5,NV,Final,"187,714","1,077,143","1,284,788"
2023,5,NY,Final,"692,179","3,380,732","7,394,886"
2023,5,OH,Final,"534,846","3,421,645","5,105,139"
2023,5,OK,Final,"189,664","1,631,393","1,853,555"
2023,5,OR,Final,"182,697","1,404,792","1,840,660"
2023,5,PA,Final,"635,783","3,444,556","5,507,493"
2023,5,RI,Final,"47,224","175,974","455,463"
2023,5,SC,Final,"300,572","2,149,857","2,501,304"
2023,5,SD,Final,"45,823","347,585","425,093"
2023,5,TN,Final,"327,063","2,666,436","3,093,704"
2023,5,TX,Final,"1,683,541","11,490,172","12,238,206"
2023,5,UT,Final,"87,873","810,580","1,241,284"
2023,5,VA,Final,"391,584","2,578,464","3,602,182"
2023,5,VT,Final,"31,135","148,046","322,426"
2023,5,WA,Final,"308,530","2,763,419","3,315,936"
2023,5,WI,Final,"265,543","1,523,160","2,802,148"
2023,5,WV,Final,"97,189","665,601","863,756"
2023,5,WY,Final,"23,511","197,499","283,052"
2023,4,AK,Final,"39,070","166,711","294,846"
2023,4,AL,Final,"282,540","1,943,807","2,346,255"
2023,4,AR,Final,"136,297","1,102,913","1,452,730"
2023,4,AZ,Final,"335,311","2,375,364","3,054,932"
2023,4,CA,Final,"1,710,809","5,759,785","13,607,795"
2023,4,CO,Final,"188,551","1,393,287","2,512,193"
2023,4,CT,Final,"289,587","839,871","1,540,777"
2023,4,DC,Final,"25,589","167,210","312,466"
2023,4,DE,Final,"51,363","332,083","468,058"
2023,4,FL,Final,"1,572,788","10,003,099","10,183,471"
2023,4,GA,Final,"487,469","3,679,746","4,682,924"
2023,4,HI,Final,"91,756","212,488","446,454"
2023,4,IA,Final,"125,299","993,008","1,431,312"
2023,4,ID,Final,"75,462","741,559","840,248"
2023,4,IL,Final,"491,402","2,757,122","5,393,943"
2023,4,IN,Final,"318,306","2,110,539","3,009,077"
2023,4,KS,Final,"110,924","816,509","1,302,722"
2023,4,KY,Final,"205,877","1,609,855","2,050,724"
2023,4,LA,Final,"212,502","1,897,210","2,130,813"
2023,4,MA,Final,"433,661","1,340,133","2,877,148"
2023,4,MD,Final,"274,546","1,724,232","2,429,274"
2023,4,ME,Final,"109,914","384,179","693,461"
2023,4,MI,Final,"427,403","2,321,823","4,492,197"
2023,4,MN,Final,"247,638","1,683,090","2,540,311"
2023,4,MO,Final,"258,782","2,194,829","2,891,069"
2023,4,MS,Final,"155,882","1,121,797","1,329,618"
2023,4,MT,Final,"57,712","470,821","546,874"
2023,4,NC,Final,"483,751","3,748,402","4,924,429"
2023,4,ND,Final,"42,029","408,832","393,923"
2023,4,NE,Final,"80,461","719,012","888,850"
2023,4,NH,Final,"100,159","325,236","644,036"
2023,4,NJ,Final,"290,904","1,675,046","3,694,321"
2023,4,NM,Final,"61,480","457,661","925,978"
2023,4,NV,Final,"143,791","817,645","1,281,554"
2023,4,NY,Final,"672,926","3,396,083","7,365,179"
2023,4,OH,Final,"505,692","3,369,992","5,103,908"
2023,4,OK,Final,"165,460","1,359,818","1,851,137"
2023,4,OR,Final,"204,357","1,628,356","1,837,795"
2023,4,PA,Final,"652,244","3,552,036","5,507,971"
2023,4,RI,Final,"44,894","190,690","448,432"
2023,4,SC,Final,"276,105","1,985,968","2,500,634"
2023,4,SD,Final,"50,190","421,040","423,713"
2023,4,TN,Final,"333,284","2,810,217","3,085,239"
2023,4,TX,Final,"1,375,959","9,579,896","12,178,259"
2023,4,UT,Final,"83,429","769,708","1,239,189"
2023,4,VA,Final,"416,484","2,857,236","3,607,183"
2023,4,VT,Final,"32,828","158,241","321,641"
2023,4,WA,Final,"357,945","3,269,617","3,298,626"
2023,4,WI,Final,"273,846","1,612,445","2,805,824"
2023,4,WV,Final,"99,308","690,381","864,145"
2023,4,WY,Final,"27,886","249,233","282,704"
2023,3,AK,Final,"46,011","196,244","295,298"
2023,3,AL,Final,"316,188","2,154,711","2,346,392"
2023,3,AR,Final,"155,893","1,277,221","1,454,894"
2023,3,AZ,Final,"306,000","2,246,181","3,059,623"
2023,3,CA,Final,"1,990,233","6,548,701","14,529,833"
2023,3,CO,Final,"226,076","1,638,211","2,510,516"
2023,3,CT,Final,"328,926","995,035","1,541,002"
2023,3,DC,Final,"28,434","177,024","312,127"
2023,3,DE,Final,"65,396","426,493","467,036"
2023,3,FL,Final,"1,406,847","9,603,646","10,176,447"
2023,3,GA,Final,"543,571","4,028,128","4,678,546"
2023,3,HI,Final,"95,225","216,134","446,361"
2023,3,IA,Final,"153,893","1,283,318","1,434,326"
2023,3,ID,Final,"93,783","935,218","839,860"
2023,3,IL,Final,"576,255","3,316,407","5,412,841"
2023,3,IN,Final,"409,621","2,556,946","3,010,900"
2023,3,KS,Final,"128,011","933,046","1,301,798"
2023,3,KY,Final,"236,868","1,928,875","2,055,404"
2023,3,LA,Final,"236,433","1,991,122","2,136,199"
2023,3,MA,Final,"518,501","1,584,828","2,880,009"
2023,3,MD,Final,"348,101","2,196,566","2,429,796"
2023,3,ME,Final,"134,991","459,646","723,289"
2023,3,MI,Final,"493,578","2,706,901","4,494,696"
2023,3,MN,Final,"285,711","2,049,841","2,544,635"
2023,3,MO,Final,"312,855","2,731,139","2,901,731"
2023,3,MS,Final,"166,433","1,206,373","1,330,702"
2023,3,MT,Final,"72,407","597,168","547,184"
2023,3,NC,Final,"563,369","4,446,856","4,919,271"
2023,3,ND,Final,"53,831","551,872","394,223"
2023,3,NE,Final,"99,287","947,848","890,842"
2023,3,NH,Final,"119,751","395,874","645,174"
2023,3,NJ,Final,"350,660","2,048,365","3,691,382"
2023,3,NM,Final,"69,419","531,901","926,409"
2023,3,NV,Final,"144,910","846,956","1,284,717"
2023,3,NY,Final,"843,633","3,977,938","7,391,961"
2023,3,OH,Final,"646,259","4,341,171","5,106,450"
2023,3,OK,Final,"189,323","1,616,924","1,851,190"
2023,3,OR,Final,"250,025","2,045,484","1,840,563"
2023,3,PA,Final,"823,198","4,541,543","5,510,262"
2023,3,RI,Final,"65,736","235,513","437,910"
2023,3,SC,Final,"294,061","2,125,591","2,503,347"
2023,3,SD,Final,"58,642","514,129","424,292"
2023,3,TN,Final,"367,179","2,961,892","3,093,210"
2023,3,TX,Final,"1,536,217","10,512,638","12,233,524"
2023,3,UT,Final,"96,126","885,225","1,237,106"
2023,3,VA,Final,"505,558","3,446,796","3,605,997"
2023,3,VT,Final,"38,782","190,250","321,308"
2023,3,WA,Final,"443,585","4,109,760","3,326,288"
2023,3,WI,Final,"310,402","1,885,227","2,803,204"
2023,3,WV,Final,"136,375","958,160","865,721"
2023,3,WY,Final,"33,515","313,888","283,159"
2023,2,AK,Final,"41,009","178,928","294,835"
2023,2,AL,Final,"351,498","2,291,421","2,327,898"
2023,2,AR,Final,"187,679","1,565,302","1,450,670"
2023,2,AZ,Final,"306,255","2,335,071","3,055,950"
2023,2,CA,Final,"1,667,291","6,117,569","13,551,508"
2023,2,CO,Final,"221,662","1,557,448","2,505,938"
2023,2,CT,Final,"344,254","1,001,293","1,540,926"
2023,2,DC,Final,"31,168","198,483","311,268"
2023,2,DE,Final,"63,000","419,617","466,193"
2023,2,FL,Final,"1,390,644","8,788,086","10,153,947"
2023,2,GA,Final,"562,083","4,154,214","4,663,916"
2023,2,HI,Final,"86,419","195,346","445,942"
2023,2,IA,Final,"149,001","1,274,577","1,430,229"
2023,2,ID,Final,"97,742","959,243","837,852"
2023,2,IL,Final,"575,927","3,381,834","5,366,889"
2023,2,IN,Final,"429,001","2,660,566","3,007,236"
2023,2,KS,Final,"138,634","959,361","1,298,369"
2023,2,KY,Final,"261,195","2,067,080","2,049,864"
2023,2,LA,Final,"276,701","2,148,080","2,123,322"
2023,2,MA,Final,"537,879","1,652,205","2,889,555"
2023,2,MD,Final,"357,304","2,202,567","2,427,275"
2023,2,ME,Final,"129,713","492,774","713,863"
2023,2,MI,Final,"470,755","2,616,600","4,487,884"
2023,2,MN,Final,"268,058","1,967,211","2,534,193"
2023,2,MO,Final,"326,057","2,871,054","2,893,643"
2023,2,MS,Final,"189,139","1,394,116","1,326,778"
2023,2,MT,Final,"68,135","569,528","545,526"
2023,2,NC,Final,"571,564","4,482,804","4,903,273"
2023,2,ND,Final,"52,122","520,879","393,522"
2023,2,NE,Final,"94,002","925,182","887,286"
2023,2,NH,Final,"124,846","402,991","646,852"
2023,2,NJ,Final,"346,184","2,040,316","3,693,795"
2023,2,NM,Final,"79,595","578,903","926,228"
2023,2,NV,Final,"146,628","860,665","1,279,307"
2023,2,NY,Final,"955,832","3,953,484","7,329,069"
2023,2,OH,Final,"589,456","4,032,340","5,103,026"
2023,2,OK,Final,"201,593","1,778,009","1,847,741"
2023,2,OR,Final,"245,114","2,001,163","1,835,694"
2023,2,PA,Final,"829,053","4,524,119","5,506,303"
2023,2,RI,Final,"67,714","232,884","453,074"
2023,2,SC,Final,"309,445","2,200,986","2,487,318"
2023,2,SD,Final,"58,764","512,727","422,781"
2023,2,TN,Final,"464,806","3,705,175","3,081,830"
2023,2,TX,Final,"1,720,874","11,690,349","12,207,679"
2023,2,UT,Final,"94,200","873,350","1,235,057"
2023,2,VA,Final,"510,446","3,564,687","3,597,799"
2023,2,VT,Final,"40,495","199,705","320,477"
2023,2,WA,Final,"418,632","3,909,201","3,284,012"
2023,2,WI,Final,"302,381","1,851,346","2,792,847"
2023,2,WV,Final,"126,504","933,588","865,018"
2023,2,WY,Final,"31,887","310,754","282,489"
2023,1,AK,Final,"50,085","230,498","295,151"
2023,1,AL,Final,"403,256","2,798,333","2,340,429"
2023,1,AR,Final,"206,632","1,809,297","1,450,588"
2023,1,AZ,Final,"346,026","2,739,708","3,053,293"
2023,1,CA,Final,"2,131,837","8,054,461","14,033,057"
2023,1,CO,Final,"256,236","1,816,040","2,503,739"
2023,1,CT,Final,"354,110","1,169,087","1,539,384"
2023,1,DC,Final,"31,895","213,238","310,847"
2023,1,DE,Final,"68,385","479,790","465,607"
2023,1,FL,Final,"1,507,392","10,125,223","10,146,935"
2023,1,GA,Final,"662,100","5,169,143","4,663,133"
2023,1,HI,Final,"104,297","231,969","445,826"
2023,1,IA,Final,"174,157","1,529,790","1,431,840"
2023,1,ID,Final,"112,453","1,069,973","837,276"
2023,1,IL,Final,"621,260","3,884,218","5,387,756"
2023,1,IN,Final,"480,466","3,113,309","3,005,727"
2023,1,KS,Final,"157,690","1,238,419","1,299,115"
2023,1,KY,Final,"314,724","2,452,755","2,049,570"
2023,1,LA,Final,"312,793","2,610,965","2,126,943"
2023,1,MA,Final,"586,077","1,820,451","2,886,490"
2023,1,MD,Final,"401,602","2,512,431","2,424,821"
2023,1,ME,Final,"116,871","485,339","743,950"
2023,1,MI,Final,"533,319","2,936,049","4,488,118"
2023,1,MN,Final,"306,690","2,315,403","2,536,882"
2023,1,MO,Final,"373,283","3,541,265","2,888,750"
2023,1,MS,Final,"212,153","1,634,218","1,327,487"
2023,1,MT,Final,"81,993","689,413","545,371"
2023,1,NC,Final,"672,631","5,436,897","4,900,218"
2023,1,ND,Final,"60,396","607,034","395,310"
2023,1,NE,Final,"109,374","1,179,830","887,722"
2023,1,NH,Final,"141,746","447,497","645,616"
2023,1,NJ,Final,"385,755","2,284,062","3,689,952"
2023,1,NM,Final,"85,859","647,200","924,256"
2023,1,NV,Final,"165,508","985,002","1,281,979"
2023,1,NY,Final,"1,057,207","4,476,755","7,379,485"
2023,1,OH,Final,"698,360","4,884,916","5,100,125"
2023,1,OK,Final,"228,188","2,121,895","1,848,216"
2023,1,OR,Final,"266,096","2,201,034","1,836,472"
2023,1,PA,Final,"953,903","5,292,934","5,503,780"
2023,1,RI,Final,"78,249","270,389","453,663"
2023,1,SC,Final,"372,817","2,745,063","2,485,039"
2023,1,SD,Final,"65,007","580,727","422,884"
2023,1,TN,Final,"501,386","4,164,861","3,074,434"
2023,1,TX,Final,"1,865,811","12,993,366","12,176,944"
2023,1,UT,Final,"102,920","965,944","1,231,848"
2023,1,VA,Final,"619,292","4,436,083","3,597,143"
2023,1,VT,Final,"42,953","215,186","320,844"
2023,1,WA,Final,"466,685","4,449,131","3,303,354"
2023,1,WI,Final,"337,900","2,089,034","2,810,238"
2023,1,WV,Final,"148,790","1,138,904","865,900"
2023,1,WY,Final,"36,160","353,214","282,824"
2022,12,AK,Final,"49,993","225,218","295,041"
2022,12,AL,Final,"374,739","2,861,597","2,335,884"
2022,12,AR,Final,"186,240","1,640,501","1,453,310"
2022,12,AZ,Final,"329,224","2,618,358","3,048,794"
2022,12,CA,Final,"1,775,648","6,817,678","14,295,936"
2022,12,CO,Final,"256,120","1,809,868","2,499,460"
2022,12,CT,Final,"285,909","1,221,010","1,538,998"
2022,12,DC,Final,"29,839","198,260","310,172"
2022,12,DE,Final,"68,412","468,302","464,782"
2022,12,FL,Final,"1,380,373","9,713,817","10,141,804"
2022,12,GA,Final,"636,945","5,417,899","4,686,751"
2022,12,HI,Final,"103,357","230,757","443,745"
2022,12,IA,Final,"176,645","1,569,608","1,434,549"
2022,12,ID,Final,"118,234","1,129,625","835,068"
2022,12,IL,Final,"660,722","4,134,215","5,382,494"
2022,12,IN,Final,"490,322","3,216,199","2,999,869"
2022,12,KS,Final,"160,413","1,211,875","1,301,614"
2022,12,KY,Final,"328,418","2,517,421","2,051,352"
2022,12,LA,Final,"299,513","2,395,540","2,133,378"
2022,12,MA,Final,"499,697","1,630,964","2,842,637"
2022,12,MD,Final,"436,305","2,809,693","2,424,156"
2022,12,ME,Final,"99,402","442,878","743,858"
2022,12,MI,Final,"559,618","3,124,888","4,488,265"
2022,12,MN,Final,"301,090","2,290,192","2,537,749"
2022,12,MO,Final,"369,067","3,500,579","2,906,742"
2022,12,MS,Final,"184,214","1,493,933","1,334,792"
2022,12,MT,Final,"81,109","689,136","545,563"
2022,12,NC,Final,"698,111","6,080,675","4,902,903"
2022,12,ND,Final,"61,026","633,903","393,926"
2022,12,NE,Final,"109,620","1,130,474","883,128"
2022,12,NH,Final,"129,803","420,320","643,265"
2022,12,NJ,Final,"409,743","2,456,363","3,685,152"
2022,12,NM,Final,"84,933","636,895","926,089"
2022,12,NV,Final,"147,309","984,621","1,276,892"
2022,12,NY,Final,"964,728","4,234,465","7,370,759"
2022,12,OH,Final,"694,226","4,970,830","5,094,835"
2022,12,OK,Final,"239,154","2,151,642","1,849,023"
2022,12,OR,Final,"261,270","2,347,387","1,836,406"
2022,12,PA,Final,"980,918","5,519,852","5,511,206"
2022,12,RI,Final,"70,811","257,310","427,652"
2022,12,SC,Final,"399,636","2,882,641","2,493,535"
2022,12,SD,Final,"63,208","563,424","422,789"
2022,12,TN,Final,"446,690","3,672,662","3,055,974"
2022,12,TX,Final,"1,830,077","12,631,773","12,107,704"
2022,12,UT,Final,"102,918","983,356","1,221,375"
2022,12,VA,Final,"673,314","4,875,536","3,601,932"
2022,12,VT,Final,"42,089","211,116","320,835"
2022,12,WA,Final,"457,632","4,556,407","3,304,061"
2022,12,WI,Final,"330,474","2,202,268","2,803,743"
2022,12,WV,Final,"161,899","1,269,910","865,121"
2022,12,WY,Final,"36,100","347,863","284,951"
2022,11,AK,Final,"43,088","186,213","295,289"
2022,11,AL,Final,"324,111","2,185,747","2,341,858"
2022,11,AR,Final,"148,762","1,198,951","1,451,964"
2022,11,AZ,Final,"277,119","2,113,334","3,038,511"
2022,11,CA,Final,"1,625,635","6,370,385","13,784,688"
2022,11,CO,Final,"221,843","1,524,802","2,495,053"
2022,11,CT,Final,"220,683","923,126","1,537,864"
2022,11,DC,Final,"26,158","165,900","309,519"
2022,11,DE,Final,"51,105","314,978","464,509"
2022,11,FL,Final,"1,317,261","9,424,376","10,130,108"
2022,11,GA,Final,"537,333","4,042,123","4,681,133"
2022,11,HI,Final,"99,936","228,147","445,399"
2022,11,IA,Final,"132,747","1,056,143","1,430,696"
2022,11,ID,Final,"90,877","910,993","833,440"
2022,11,IL,Final,"533,130","3,128,533","5,386,634"
2022,11,IN,Final,"367,734","2,307,227","2,998,545"
2022,11,KS,Final,"135,990","937,514","1,301,105"
2022,11,KY,Final,"251,730","1,814,699","2,051,458"
2022,11,LA,Final,"272,234","1,969,300","2,133,315"
2022,11,MA,Final,"386,588","1,377,078","2,880,731"
2022,11,MD,Final,"299,528","1,948,473","2,423,091"
2022,11,ME,Final,"84,072","378,255","713,351"
2022,11,MI,Final,"448,348","2,514,738","4,484,147"
2022,11,MN,Final,"245,892","1,734,244","2,531,558"
2022,11,MO,Final,"289,541","2,537,576","2,882,670"
2022,11,MS,Final,"156,534","1,169,082","1,334,710"
2022,11,MT,Final,"58,247","476,219","544,260"
2022,11,NC,Final,"512,816","4,312,114","4,895,533"
2022,11,ND,Final,"48,820","461,369","393,579"
2022,11,NE,Final,"81,013","765,696","881,772"
2022,11,NH,Final,"102,578","335,069","644,076"
2022,11,NJ,Final,"299,878","1,852,563","3,684,666"
2022,11,NM,Final,"74,249","536,006","924,597"
2022,11,NV,Final,"129,200","848,207","1,278,585"
2022,11,NY,Final,"815,805","3,448,435","7,400,113"
2022,11,OH,Final,"550,505","3,762,471","5,093,571"
2022,11,OK,Final,"196,846","1,595,662","1,847,162"
2022,11,OR,Final,"220,266","1,914,505","1,832,894"
2022,11,PA,Final,"694,340","3,994,708","5,509,827"
2022,11,RI,Final,"60,825","212,526","453,945"
2022,11,SC,Final,"301,434","2,181,567","2,494,329"
2022,11,SD,Final,"48,547","405,345","421,823"
2022,11,TN,Final,"352,916","2,754,933","3,069,678"
2022,11,TX,Final,"1,538,433","10,252,125","12,138,603"
2022,11,UT,Final,"89,164","841,643","1,218,958"
2022,11,VA,Final,"464,859","3,246,405","3,598,275"
2022,11,VT,Final,"34,543","166,577","321,320"
2022,11,WA,Final,"361,889","3,499,071","3,281,465"
2022,11,WI,Final,"267,754","1,703,614","2,791,346"
2022,11,WV,Final,"119,170","861,936","864,406"
2022,11,WY,Final,"28,893","261,378","282,269"
2022,10,AK,Final,"37,628","159,027","295,340"
2022,10,AL,Final,"307,604","2,047,400","2,340,045"
2022,10,AR,Final,"162,011","1,265,279","1,450,364"
2022,10,AZ,Final,"363,789","2,775,692","3,029,233"
2022,10,CA,Final,"1,762,194","6,840,732","14,009,584"
2022,10,CO,Final,"207,821","1,403,886","2,491,350"
2022,10,CT,Final,"209,199","837,555","1,536,730"
2022,10,DC,Final,"25,866","167,490","309,170"
2022,10,DE,Final,"51,522","314,940","463,806"
2022,10,FL,Final,"1,472,743","10,380,681","10,117,926"
2022,10,GA,Final,"543,973","3,868,510","4,674,334"
2022,10,HI,Final,"111,165","248,577","445,088"
2022,10,IA,Final,"120,419","896,682","1,429,574"
2022,10,ID,Final,"67,223","600,573","831,916"
2022,10,IL,Final,"472,362","2,775,223","5,374,294"
2022,10,IN,Final,"334,457","2,002,303","2,995,829"
2022,10,KS,Final,"133,658","894,245","1,300,838"
2022,10,KY,Final,"223,680","1,590,699","2,049,835"
2022,10,LA,Final,"331,400","2,319,754","2,138,029"
2022,10,MA,Final,"378,448","1,447,270","2,905,488"
2022,10,MD,Final,"271,016","1,711,101","2,420,843"
2022,10,ME,Final,"78,081","339,887","720,947"
2022,10,MI,Final,"418,662","2,290,069","4,479,523"
2022,10,MN,Final,"225,514","1,496,647","2,530,521"
2022,10,MO,Final,"252,343","2,179,238","2,893,474"
2022,10,MS,Final,"174,594","1,322,229","1,334,096"
2022,10,MT,Final,"43,233","348,148","543,242"
2022,10,NC,Final,"483,642","3,728,814","4,886,838"
2022,10,ND,Final,"38,787","330,078","393,423"
2022,10,NE,Final,"77,034","649,471","881,301"
2022,10,NH,Final,"93,238","306,391","644,176"
2022,10,NJ,Final,"266,680","1,633,908","3,681,735"
2022,10,NM,Final,"71,733","499,656","923,657"
2022,10,NV,Final,"153,184","1,008,610","1,274,800"
2022,10,NY,Final,"826,058","3,550,875","7,384,092"
2022,10,OH,Final,"497,815","3,300,519","5,088,826"
2022,10,OK,Final,"216,322","1,515,893","1,845,667"
2022,10,OR,Final,"159,160","1,327,913","1,832,190"
2022,10,PA,Final,"631,026","3,604,825","5,507,680"
2022,10,RI,Final,"49,578","201,504","441,464"
2022,10,SC,Final,"280,237","1,992,282","2,481,435"
2022,10,SD,Final,"43,303","328,678","421,300"
2022,10,TN,Final,"353,247","2,730,145","3,069,903"
2022,10,TX,Final,"1,798,196","12,038,373","12,116,332"
2022,10,UT,Final,"80,437","740,207","1,215,455"
2022,10,VA,Final,"402,202","2,792,058","3,593,030"
2022,10,VT,Final,"32,107","153,529","321,475"
2022,10,WA,Final,"259,745","2,446,598","3,284,239"
2022,10,WI,Final,"245,205","1,510,330","2,787,731"
2022,10,WV,Final,"99,734","693,755","863,931"
2022,10,WY,Final,"22,075","183,945","282,015"
2022,9,AK,Final,"33,055","142,618","295,382"
2022,9,AL,Final,"430,846","2,783,485","2,338,538"
2022,9,AR,Final,"222,647","1,685,219","1,450,413"
2022,9,AZ,Final,"547,058","4,121,313","3,020,357"
2022,9,CA,Final,"2,680,560","10,324,498","13,997,108"
2022,9,CO,Final,"262,376","1,748,785","2,487,518"
2022,9,CT,Final,"273,129","952,800","1,535,824"
2022,9,DC,Final,"30,765","220,437","308,632"
2022,9,DE,Final,"65,858","464,468","463,211"
2022,9,FL,Final,"1,875,073","12,890,223","10,102,243"
2022,9,GA,Final,"761,058","5,119,430","4,666,875"
2022,9,HI,Final,"109,930","241,104","445,140"
2022,9,IA,Final,"154,661","1,078,479","1,429,058"
2022,9,ID,Final,"68,078","650,290","830,996"
2022,9,IL,Final,"624,623","3,714,874","5,375,461"
2022,9,IN,Final,"391,724","2,613,937","2,993,337"
2022,9,KS,Final,"190,754","1,306,269","1,299,711"
2022,9,KY,Final,"276,383","2,050,566","2,048,796"
2022,9,LA,Final,"414,457","2,906,246","2,131,998"
2022,9,MA,Final,"492,170","1,785,822","2,922,571"
2022,9,MD,Final,"299,983","2,061,564","2,418,685"
2022,9,ME,Final,"91,511","395,001","741,629"
2022,9,MI,Final,"489,484","2,675,708","4,477,564"
2022,9,MN,Final,"267,973","1,725,501","2,530,002"
2022,9,MO,Final,"385,786","2,864,862","2,884,378"
2022,9,MS,Final,"226,169","1,737,280","1,332,547"
2022,9,MT,Final,"48,644","415,784","542,492"
2022,9,NC,Final,"608,845","4,817,811","4,879,131"
2022,9,ND,Final,"40,555","310,577","393,118"
2022,9,NE,Final,"102,337","851,365","880,941"
2022,9,NH,Final,"116,405","360,782","644,087"
2022,9,NJ,Final,"400,997","2,417,138","3,684,170"
2022,9,NM,Final,"91,512","610,833","922,759"
2022,9,NV,Final,"210,407","1,527,723","1,272,927"
2022,9,NY,Final,"1,166,840","4,871,894","7,336,278"
2022,9,OH,Final,"596,475","3,992,805","5,073,798"
2022,9,OK,Final,"311,163","2,191,691","1,844,629"
2022,9,OR,Final,"158,487","1,345,164","1,830,145"
2022,9,PA,Final,"740,353","4,340,248","5,506,901"
2022,9,RI,Final,"63,931","262,117","453,367"
2022,9,SC,Final,"392,520","2,707,584","2,485,490"
2022,9,SD,Final,"49,518","381,782","421,305"
2022,9,TN,Final,"485,600","3,826,824","3,066,708"
2022,9,TX,Final,"2,359,243","15,999,692","12,098,477"
2022,9,UT,Final,"119,229","1,047,903","1,211,875"
2022,9,VA,Final,"498,863","3,422,427","3,591,539"
2022,9,VT,Final,"32,317","158,298","321,708"
2022,9,WA,Final,"264,774","2,498,625","3,286,929"
2022,9,WI,Final,"284,567","1,732,590","2,796,218"
2022,9,WV,Final,"98,221","699,859","863,429"
2022,9,WY,Final,"22,574","189,025","281,934"
2022,8,AK,Final,"34,722","145,500","295,140"
2022,8,AL,Final,"518,742","3,362,927","2,337,577"
2022,8,AR,Final,"267,623","2,086,539","1,448,823"
2022,8,AZ,Final,"613,609","4,654,720","3,012,008"
2022,8,CA,Final,"2,852,517","10,768,468","14,188,318"
2022,8,CO,Final,"332,198","2,253,912","2,482,879"
2022,8,CT,Final,"389,065","1,468,150","1,536,949"
2022,8,DC,Final,"37,814","269,036","308,165"
2022,8,DE,Final,"76,722","576,107","462,781"
2022,8,FL,Final,"2,064,012","14,679,973","10,091,065"
2022,8,GA,Final,"1,022,995","6,405,923","4,661,654"
2022,8,HI,Final,"112,011","245,870","445,132"
2022,8,IA,Final,"222,764","1,449,733","1,427,705"
2022,8,ID,Final,"97,282","906,998","828,987"
2022,8,IL,Final,"821,300","4,908,903","5,392,478"
2022,8,IN,Final,"539,936","3,564,957","2,995,567"
2022,8,KS,Final,"251,115","1,700,467","1,298,620"
2022,8,KY,Final,"365,304","2,691,435","2,051,328"
2022,8,LA,Final,"467,167","3,302,834","2,132,887"
2022,8,MA,Final,"564,087","2,131,700","3,072,747"
2022,8,MD,Final,"398,597","2,799,700","2,417,323"
2022,8,ME,Final,"102,158","484,670","744,097"
2022,8,MI,Final,"636,667","3,523,576","4,475,009"
2022,8,MN,Final,"324,596","2,126,802","2,529,215"
2022,8,MO,Final,"541,982","3,883,309","2,899,860"
2022,8,MS,Final,"250,921","2,034,510","1,332,961"
2022,8,MT,Final,"58,947","511,328","541,668"
2022,8,NC,Final,"749,190","6,309,158","4,872,174"
2022,8,ND,Final,"46,883","367,539","392,952"
2022,8,NE,Final,"129,098","1,111,430","880,545"
2022,8,NH,Final,"142,268","518,886","643,855"
2022,8,NJ,Final,"693,999","4,026,184","3,682,346"
2022,8,NM,Final,"115,123","777,406","921,079"
2022,8,NV,Final,"253,149","1,866,737","1,273,874"
2022,8,NY,Final,"1,260,591","5,944,884","7,323,847"
2022,8,OH,Final,"786,117","5,284,985","5,087,642"
2022,8,OK,Final,"417,394","2,915,848","1,843,550"
2022,8,OR,Final,"201,267","1,721,755","1,830,063"
2022,8,PA,Final,"919,415","5,626,343","5,506,121"
2022,8,RI,Final,"82,244","383,404","450,542"
2022,8,SC,Final,"480,058","3,364,723","2,481,654"
2022,8,SD,Final,"59,969","462,133","420,848"
2022,8,TN,Final,"626,601","4,536,613","3,078,137"
2022,8,TX,Final,"2,795,018","19,798,831","12,111,359"
2022,8,UT,Final,"146,690","1,294,935","1,210,719"
2022,8,VA,Final,"637,649","4,510,417","3,589,735"
2022,8,VT,Final,"39,834","200,633","322,280"
2022,8,WA,Final,"311,164","2,987,810","3,285,972"
2022,8,WI,Final,"336,695","2,142,456","2,785,178"
2022,8,WV,Final,"131,640","951,770","862,805"
2022,8,WY,Final,"27,163","228,539","281,668"
2022,7,AK,Final,"35,446","145,539","294,673"
2022,7,AL,Final,"549,791","3,707,143","2,332,756"
2022,7,AR,Final,"286,077","2,211,679","1,446,253"
2022,7,AZ,Final,"675,059","5,160,664","3,006,815"
2022,7,CA,Final,"2,349,497","8,972,985","13,770,639"
2022,7,CO,Final,"328,451","2,278,177","2,479,706"
2022,7,CT,Final,"285,096","1,470,264","1,536,680"
2022,7,DC,Final,"37,445","270,173","307,511"
2022,7,DE,Final,"70,954","530,453","461,804"
2022,7,FL,Final,"2,039,763","14,660,674","10,073,315"
2022,7,GA,Final,"1,095,934","6,932,030","4,651,583"
2022,7,HI,Final,"107,063","237,319","444,784"
2022,7,IA,Final,"241,262","1,537,817","1,425,883"
2022,7,ID,Final,"101,879","911,239","827,143"
2022,7,IL,Final,"860,808","5,260,592","5,357,751"
2022,7,IN,Final,"519,805","3,575,099","2,987,945"
2022,7,KS,Final,"255,227","1,727,523","1,303,623"
2022,7,KY,Final,"380,591","2,865,628","2,045,573"
