Year,Month,State,Data Status,Thousand Dollars,Megawatthours,Count,Cents/kWh
2005,2,IN,Final,"197,356","2,759,209",.,7.15
2005,2,KS,Final,"62,252","864,999",.,7.20
2005,2,KY,Final,"141,075","2,275,053",.,6.20
2005,2,LA,Final,"160,482","2,076,456",.,7.73
2005,2,MA,Final,"217,397","1,628,241",.,13.35
2005,2,MD,Final,"188,420","2,463,769",.,7.65
2005,2,ME,Final,"47,751","332,849",.,14.35
2005,2,MI,Final,"227,717","2,763,718",.,8.24
2005,2,MN,Final,"124,835","1,641,310",.,7.61
2005,2,MO,Final,"171,390","2,719,046",.,6.30
2005,2,MS,Final,"102,556","1,342,718",.,7.64
2005,2,MT,Final,"29,134","386,235",.,7.54
2005,2,NC,Final,"389,894","4,699,965",.,8.30
2005,2,ND,Final,"23,359","384,752",.,6.07
2005,2,NE,Final,"47,329","764,513",.,6.19
2005,2,NH,Final,"50,823","376,551",.,13.50
2005,2,NJ,Final,"236,078","2,231,301",.,10.58
2005,2,NM,Final,"39,325","446,340",.,8.81
2005,2,NV,Final,"67,278","656,912",.,10.24
2005,2,NY,Final,"588,227","4,047,548",.,14.53
2005,2,OH,Final,"345,146","4,394,618",.,7.85
2005,2,OK,Final,"100,983","1,472,188",.,6.86
2005,2,OR,Final,"130,460","1,812,873",.,7.20
2005,2,PA,Final,"432,792","4,675,217",.,9.26
2005,2,RI,Final,"26,125","245,501",.,10.64
2005,2,SC,Final,"200,039","2,418,335",.,8.27
2005,2,SD,Final,"24,948","351,140",.,7.10
2005,2,TN,Final,"246,211","3,632,390",.,6.78
2005,2,TX,Final,"827,057","8,704,201",.,9.50
2005,2,UT,Final,"37,599","536,100",.,7.01
2005,2,VA,Final,"291,948","3,855,283",.,7.57
2005,2,VT,Final,"23,110","180,550",.,12.80
2005,2,WA,Final,"223,366","3,471,184",.,6.43
2005,2,WI,Final,"156,036","1,695,162",.,9.20
2005,2,WV,Final,"62,487","1,037,112",.,6.03
2005,2,WY,Final,"15,951","222,808",.,7.16
2005,1,AK,Final,"28,435","231,293",.,12.29
2005,1,AL,Final,"200,190","2,860,584",.,7.00
2005,1,AR,Final,"101,061","1,520,696",.,6.65
2005,1,AZ,Final,"177,195","2,285,564",.,7.75
2005,1,CA,Final,"931,803","7,646,702",.,12.19
2005,1,CO,Final,"126,774","1,468,070",.,8.64
2005,1,CT,Final,"172,147","1,358,214",.,12.67
2005,1,DC,Final,"13,144","176,397",.,7.45
2005,1,DE,Final,"33,995","422,364",.,8.05
2005,1,FL,Final,"864,020","9,376,870",.,9.21
2005,1,GA,Final,"361,315","4,673,121",.,7.73
2005,1,HI,Final,"51,715","271,423",.,19.05
2005,1,IA,Final,"110,433","1,324,117",.,8.34
2005,1,ID,Final,"49,970","845,485",.,5.91
2005,1,IL,Final,"339,815","4,677,181",.,7.27
2005,1,IN,Final,"228,265","3,367,147",.,6.78
2005,1,KS,Final,"78,884","1,153,298",.,6.84
2005,1,KY,Final,"169,171","2,733,998",.,6.19
2005,1,LA,Final,"178,156","2,391,712",.,7.45
2005,1,MA,Final,"241,214","1,884,075",.,12.80
2005,1,MD,Final,"215,617","2,831,921",.,7.61
2005,1,ME,Final,"57,659","421,005",.,13.70
2005,1,MI,Final,"274,312","3,369,670",.,8.14
2005,1,MN,Final,"159,556","2,129,389",.,7.49
2005,1,MO,Final,"195,962","3,279,804",.,5.97
2005,1,MS,Final,"113,603","1,547,164",.,7.34
2005,1,MT,Final,"36,083","489,618",.,7.37
2005,1,NC,Final,"430,633","5,315,115",.,8.10
2005,1,ND,Final,"26,966","465,660",.,5.79
2005,1,NE,Final,"55,091","957,637",.,5.75
2005,1,NH,Final,"54,533","455,259",.,11.98
2005,1,NJ,Final,"262,683","2,493,764",.,10.53
2005,1,NM,Final,"45,173","532,843",.,8.48
2005,1,NV,Final,"85,266","853,618",.,9.99
2005,1,NY,Final,"629,856","4,483,042",.,14.05
2005,1,OH,Final,"414,838","5,379,253",.,7.71
2005,1,OK,Final,"116,917","1,861,516",.,6.28
2005,1,OR,Final,"154,247","2,138,111",.,7.21
2005,1,PA,Final,"490,356","5,383,880",.,9.11
2005,1,RI,Final,"35,418","292,500",.,12.11
2005,1,SC,Final,"220,551","2,769,902",.,7.96
2005,1,SD,Final,"28,906","425,016",.,6.80
2005,1,TN,Final,"268,062","3,993,367",.,6.71
2005,1,TX,Final,"876,478","9,576,666",.,9.15
2005,1,UT,Final,"44,913","647,818",.,6.93
2005,1,VA,Final,"351,098","4,675,926",.,7.51
2005,1,VT,Final,"28,093","221,711",.,12.67
2005,1,WA,Final,"253,451","3,924,881",.,6.46
2005,1,WI,Final,"193,978","2,157,438",.,8.99
2005,1,WV,Final,"76,250","1,286,992",.,5.92
2005,1,WY,Final,"17,655","259,062",.,6.81
2004,12,AK,Final,"26,789","211,739",.,12.65
2004,12,AL,Final,"179,393","2,505,093",.,7.16
2004,12,AR,Final,"83,681","1,198,799",.,6.98
2004,12,AZ,Final,"172,147","2,189,832",.,7.86
2004,12,CA,Final,"940,151","7,581,734",.,12.40
2004,12,CO,Final,"112,920","1,458,313",.,7.74
2004,12,CT,Final,"132,017","1,290,495",.,10.23
2004,12,DC,Final,"11,768","169,582",.,6.94
2004,12,DE,Final,"28,795","341,580",.,8.43
2004,12,FL,Final,"762,196","8,589,355",.,8.87
2004,12,GA,Final,"306,013","4,327,922",.,7.07
2004,12,HI,Final,"52,732","263,501",.,20.01
2004,12,IA,Final,"100,439","1,158,012",.,8.67
2004,12,ID,Final,"48,923","834,983",.,5.86
2004,12,IL,Final,"306,494","4,043,776",.,7.58
2004,12,IN,Final,"206,633","2,948,867",.,7.01
2004,12,KS,Final,"75,082","1,061,838",.,7.07
2004,12,KY,Final,"147,162","2,386,984",.,6.17
2004,12,LA,Final,"154,641","1,938,852",.,7.98
2004,12,MA,Final,"232,615","1,912,785",.,12.16
2004,12,MD,Final,"190,018","2,575,495",.,7.38
2004,12,ME,Final,"51,432","429,278",.,11.98
2004,12,MI,Final,"251,442","3,048,513",.,8.25
2004,12,MN,Final,"153,338","1,976,309",.,7.76
2004,12,MO,Final,"177,249","2,885,667",.,6.14
2004,12,MS,Final,"99,983","1,259,813",.,7.94
2004,12,MT,Final,"32,538","421,670",.,7.72
2004,12,NC,Final,"373,654","4,591,812",.,8.14
2004,12,ND,Final,"25,052","398,739",.,6.28
2004,12,NE,Final,"51,764","846,372",.,6.12
2004,12,NH,Final,"49,398","414,126",.,11.93
2004,12,NJ,Final,"240,575","2,399,962",.,10.02
2004,12,NM,Final,"41,997","514,002",.,8.17
2004,12,NV,Final,"82,310","815,261",.,10.10
2004,12,NY,Final,"585,604","4,097,926",.,14.29
2004,12,OH,Final,"399,286","5,038,330",.,7.92
2004,12,OK,Final,"111,672","1,637,239",.,6.82
2004,12,OR,Final,"140,125","1,946,344",.,7.20
2004,12,PA,Final,"446,052","4,882,015",.,9.14
2004,12,RI,Final,"36,782","275,268",.,13.36
2004,12,SC,Final,"192,591","2,452,384",.,7.85
2004,12,SD,Final,"26,028","361,471",.,7.20
2004,12,TN,Final,"220,780","3,210,829",.,6.88
2004,12,TX,Final,"844,081","9,135,491",.,9.24
2004,12,UT,Final,"47,605","682,209",.,6.98
2004,12,VA,Final,"301,100","4,039,716",.,7.45
2004,12,VT,Final,"26,289","209,382",.,12.56
2004,12,WA,Final,"220,322","3,444,426",.,6.40
2004,12,WI,Final,"186,463","2,103,909",.,8.86
2004,12,WV,Final,"72,253","1,202,422",.,6.01
2004,12,WY,Final,"16,639","246,012",.,6.76
2004,11,AK,Final,"23,211","182,580",.,12.71
2004,11,AL,Final,"137,560","1,802,519",.,7.63
2004,11,AR,Final,"75,098","1,006,537",.,7.46
2004,11,AZ,Final,"135,285","1,680,233",.,8.05
2004,11,CA,Final,"764,954","6,117,237",.,12.50
2004,11,CO,Final,"104,645","1,218,155",.,8.59
2004,11,CT,Final,"112,424","1,055,803",.,10.65
2004,11,DC,Final,"7,468","113,288",.,6.59
2004,11,DE,Final,"24,385","275,860",.,8.84
2004,11,FL,Final,"737,516","8,087,332",.,9.12
2004,11,GA,Final,"238,299","3,063,392",.,7.78
2004,11,HI,Final,"50,976","262,958",.,19.39
2004,11,IA,Final,"83,803","961,912",.,8.71
2004,11,ID,Final,"39,000","644,570",.,6.05
2004,11,IL,Final,"241,035","3,003,329",.,8.03
2004,11,IN,Final,"169,588","2,157,205",.,7.86
2004,11,KS,Final,"61,826","809,656",.,7.64
2004,11,KY,Final,"101,669","1,556,728",.,6.53
2004,11,LA,Final,"156,988","2,104,393",.,7.46
2004,11,MA,Final,"181,964","1,495,730",.,12.17
2004,11,MD,Final,"142,380","1,876,620",.,7.59
2004,11,ME,Final,"41,976","349,797",.,12.00
2004,11,MI,Final,"201,350","2,438,790",.,8.26
2004,11,MN,Final,"123,462","1,613,202",.,7.65
2004,11,MO,Final,"133,656","2,035,111",.,6.57
2004,11,MS,Final,"97,413","1,201,495",.,8.11
2004,11,MT,Final,"25,935","326,814",.,7.94
2004,11,NC,Final,"272,935","3,076,871",.,8.87
2004,11,ND,Final,"21,155","314,758",.,6.72
2004,11,NE,Final,"40,319","598,072",.,6.74
2004,11,NH,Final,"41,678","334,803",.,12.45
2004,11,NJ,Final,"186,428","1,859,333",.,10.03
2004,11,NM,Final,"34,677","415,360",.,8.35
2004,11,NV,Final,"60,644","583,970",.,10.38
2004,11,NY,Final,"521,324","3,502,713",.,14.88
2004,11,OH,Final,"301,281","3,544,269",.,8.50
2004,11,OK,Final,"86,369","1,217,593",.,7.09
2004,11,OR,Final,"110,543","1,530,032",.,7.22
2004,11,PA,Final,"354,671","3,698,054",.,9.59
2004,11,RI,Final,"27,804","226,665",.,12.27
2004,11,SC,Final,"144,747","1,661,707",.,8.71
2004,11,SD,Final,"21,994","291,697",.,7.54
2004,11,TN,Final,"168,560","2,359,285",.,7.14
2004,11,TX,Final,"748,981","7,994,374",.,9.37
2004,11,UT,Final,"39,956","584,108",.,6.84
2004,11,VA,Final,"232,411","2,926,676",.,7.94
2004,11,VT,Final,"22,129","166,071",.,13.33
2004,11,WA,Final,"171,693","2,716,923",.,6.32
2004,11,WI,Final,"149,003","1,641,104",.,9.08
2004,11,WV,Final,"49,907","772,053",.,6.46
2004,11,WY,Final,"13,971","192,004",.,7.28
2004,10,AK,Final,"21,029","165,191",.,12.73
2004,10,AL,Final,"160,338","2,068,733",.,7.75
2004,10,AR,Final,"86,806","1,224,553",.,7.09
2004,10,AZ,Final,"191,981","2,183,295",.,8.79
2004,10,CA,Final,"754,513","6,601,505",.,11.43
2004,10,CO,Final,"105,732","1,194,179",.,8.85
2004,10,CT,Final,"96,722","898,560",.,10.76
2004,10,DC,Final,"7,801","107,805",.,7.24
2004,10,DE,Final,"25,100","281,033",.,8.93
2004,10,FL,Final,"877,075","9,744,603",.,9.00
2004,10,GA,Final,"274,096","3,468,281",.,7.90
2004,10,HI,Final,"51,178","272,842",.,18.76
2004,10,IA,Final,"84,273","923,496",.,9.13
2004,10,ID,Final,"32,670","515,568",.,6.34
2004,10,IL,Final,"243,515","2,858,285",.,8.52
2004,10,IN,Final,"163,921","2,056,035",.,7.97
2004,10,KS,Final,"63,193","828,886",.,7.62
2004,10,KY,Final,"100,906","1,545,297",.,6.53
2004,10,LA,Final,"211,920","2,559,921",.,8.28
2004,10,MA,Final,"173,461","1,438,932",.,12.05
2004,10,MD,Final,"143,885","1,881,300",.,7.65
2004,10,ME,Final,"39,742","323,727",.,12.28
2004,10,MI,Final,"192,077","2,359,085",.,8.14
2004,10,MN,Final,"122,905","1,575,279",.,7.80
2004,10,MO,Final,"133,293","2,002,656",.,6.66
2004,10,MS,Final,"118,923","1,444,242",.,8.23
2004,10,MT,Final,"23,704","292,961",.,8.09
2004,10,NC,Final,"300,863","3,303,089",.,9.11
2004,10,ND,Final,"19,933","275,833",.,7.23
2004,10,NE,Final,"41,112","598,261",.,6.87
2004,10,NH,Final,"40,149","306,409",.,13.10
2004,10,NJ,Final,"190,733","1,881,778",.,10.14
2004,10,NM,Final,"36,978","410,351",.,9.01
2004,10,NV,Final,"70,888","702,689",.,10.09
2004,10,NY,Final,"532,058","3,564,614",.,14.93
2004,10,OH,Final,"287,199","3,323,107",.,8.64
2004,10,OK,Final,"112,195","1,378,922",.,8.14
2004,10,OR,Final,"89,004","1,225,632",.,7.26
2004,10,PA,Final,"333,696","3,444,362",.,9.69
2004,10,RI,Final,"27,759","218,101",.,12.73
2004,10,SC,Final,"149,073","1,767,542",.,8.43
2004,10,SD,Final,"20,596","256,753",.,8.02
2004,10,TN,Final,"184,606","2,613,345",.,7.06
2004,10,TX,Final,"921,428","9,630,894",.,9.57
2004,10,UT,Final,"38,371","526,266",.,7.29
2004,10,VA,Final,"208,760","2,556,021",.,8.17
2004,10,VT,Final,"21,328","160,530",.,13.29
2004,10,WA,Final,"142,863","2,195,499",.,6.51
2004,10,WI,Final,"141,112","1,548,202",.,9.11
2004,10,WV,Final,"39,373","602,901",.,6.53
2004,10,WY,Final,"12,455","158,819",.,7.84
2004,9,AK,Final,"19,007","147,998",.,12.84
2004,9,AL,Final,"201,588","2,576,824",.,7.82
2004,9,AR,Final,"119,450","1,532,765",.,7.79
2004,9,AZ,Final,"275,721","3,078,342",.,8.96
2004,9,CA,Final,"987,338","8,106,107",.,12.18
2004,9,CO,Final,"117,842","1,347,737",.,8.74
2004,9,CT,Final,"111,173","1,014,897",.,10.95
2004,9,DC,Final,"10,590","123,126",.,8.60
2004,9,DE,Final,"39,396","409,538",.,9.62
2004,9,FL,Final,"949,150","10,557,288",.,8.99
2004,9,GA,Final,"364,934","4,345,878",.,8.40
2004,9,HI,Final,"49,749","273,701",.,18.18
2004,9,IA,Final,"100,751","1,057,401",.,9.53
2004,9,ID,Final,"30,993","480,119",.,6.46
2004,9,IL,Final,"328,806","3,655,813",.,8.99
2004,9,IN,Final,"191,375","2,540,651",.,7.53
2004,9,KS,Final,"97,747","1,178,629",.,8.29
2004,9,KY,Final,"128,464","2,042,459",.,6.29
2004,9,LA,Final,"263,853","3,096,263",.,8.52
2004,9,MA,Final,"194,183","1,589,657",.,12.22
2004,9,MD,Final,"190,003","2,227,470",.,8.53
2004,9,ME,Final,"40,199","338,696",.,11.87
2004,9,MI,Final,"234,727","2,749,811",.,8.54
2004,9,MN,Final,"141,760","1,713,091",.,8.28
2004,9,MO,Final,"188,983","2,590,820",.,7.29
2004,9,MS,Final,"153,630","1,774,335",.,8.66
2004,9,MT,Final,"24,176","286,411",.,8.44
2004,9,NC,Final,"375,893","4,193,355",.,8.96
2004,9,ND,Final,"19,256","244,857",.,7.86
2004,9,NE,Final,"60,197","753,625",.,7.99
2004,9,NH,Final,"44,389","335,197",.,13.24
2004,9,NJ,Final,"302,517","2,426,410",.,12.47
2004,9,NM,Final,"44,231","485,851",.,9.10
2004,9,NV,Final,"98,123","1,005,413",.,9.76
2004,9,NY,Final,"651,451","4,315,192",.,15.10
2004,9,OH,Final,"343,802","3,892,444",.,8.83
2004,9,OK,Final,"156,289","1,889,373",.,8.27
2004,9,OR,Final,"84,141","1,173,710",.,7.17
2004,9,PA,Final,"395,111","3,884,395",.,10.17
2004,9,RI,Final,"29,752","257,056",.,11.57
2004,9,SC,Final,"191,673","2,251,389",.,8.51
2004,9,SD,Final,"23,919","290,596",.,8.23
2004,9,TN,Final,"234,370","3,402,305",.,6.89
2004,9,TX,Final,"1,257,016","12,185,233",.,10.32
2004,9,UT,Final,"41,283","544,963",.,7.58
2004,9,VA,Final,"263,103","3,132,339",.,8.40
2004,9,VT,Final,"20,224","152,908",.,13.23
2004,9,WA,Final,"128,482","2,024,063",.,6.35
2004,9,WI,Final,"166,155","1,783,323",.,9.32
2004,9,WV,Final,"46,219","723,273",.,6.39
2004,9,WY,Final,"11,933","154,597",.,7.72
2004,8,AK,Final,"17,989","142,789",.,12.60
2004,8,AL,Final,"244,879","3,113,205",.,7.87
2004,8,AR,Final,"133,735","1,679,962",.,7.96
2004,8,AZ,Final,"319,166","3,599,142",.,8.87
2004,8,CA,Final,"1,058,989","8,468,789",.,12.50
2004,8,CO,Final,"127,411","1,480,547",.,8.61
2004,8,CT,Final,"154,575","1,243,651",.,12.43
2004,8,DC,Final,"19,746","217,837",.,9.06
2004,8,DE,Final,"40,393","419,624",.,9.63
2004,8,FL,Final,"1,004,059","11,245,930",.,8.93
2004,8,GA,Final,"464,661","5,452,079",.,8.52
2004,8,HI,Final,"51,991","288,610",.,18.01
2004,8,IA,Final,"111,401","1,116,691",.,9.98
2004,8,ID,Final,"36,599","553,345",.,6.61
2004,8,IL,Final,"369,629","4,084,075",.,9.05
2004,8,IN,Final,"213,731","2,832,628",.,7.55
2004,8,KS,Final,"112,624","1,321,837",.,8.52
2004,8,KY,Final,"142,468","2,297,381",.,6.20
2004,8,LA,Final,"287,191","3,242,626",.,8.86
2004,8,MA,Final,"219,002","1,830,884",.,11.96
2004,8,MD,Final,"234,837","2,599,347",.,9.03
2004,8,ME,Final,"45,406","374,516",.,12.12
2004,8,MI,Final,"258,175","3,014,794",.,8.56
2004,8,MN,Final,"154,032","1,796,359",.,8.57
2004,8,MO,Final,"234,460","2,976,263",.,7.88
2004,8,MS,Final,"170,885","1,929,912",.,8.85
2004,8,MT,Final,"27,189","326,396",.,8.33
2004,8,NC,Final,"431,823","4,934,490",.,8.75
2004,8,ND,Final,"19,782","249,202",.,7.94
2004,8,NE,Final,"68,003","828,708",.,8.21
2004,8,NH,Final,"49,725","390,488",.,12.73
2004,8,NJ,Final,"383,269","3,073,737",.,12.47
2004,8,NM,Final,"50,532","557,018",.,9.07
2004,8,NV,Final,"141,692","1,467,621",.,9.65
2004,8,NY,Final,"696,676","4,547,935",.,15.32
2004,8,OH,Final,"406,406","4,452,703",.,9.13
2004,8,OK,Final,"185,357","2,215,933",.,8.36
2004,8,OR,Final,"93,165","1,292,808",.,7.21
2004,8,PA,Final,"464,064","4,548,289",.,10.20
2004,8,RI,Final,"35,125","285,629",.,12.30
2004,8,SC,Final,"227,369","2,725,025",.,8.34
2004,8,SD,Final,"25,988","314,052",.,8.28
2004,8,TN,Final,"249,472","3,643,174",.,6.85
2004,8,TX,Final,"1,445,635","13,494,633",.,10.71
2004,8,UT,Final,"58,466","753,576",.,7.76
2004,8,VA,Final,"330,127","3,864,932",.,8.54
2004,8,VT,Final,"22,738","172,172",.,13.21
2004,8,WA,Final,"134,720","2,115,451",.,6.37
2004,8,WI,Final,"171,483","1,836,445",.,9.34
2004,8,WV,Final,"53,588","854,838",.,6.27
2004,8,WY,Final,"11,975","155,261",.,7.71
2004,7,AK,Final,"17,890","139,874",.,12.79
2004,7,AL,Final,"262,172","3,315,475",.,7.91
2004,7,AR,Final,"129,624","1,647,746",.,7.87
2004,7,AZ,Final,"307,937","3,466,457",.,8.88
2004,7,CA,Final,"913,499","7,492,102",.,12.19
2004,7,CO,Final,"124,502","1,453,966",.,8.56
2004,7,CT,Final,"142,805","1,137,043",.,12.56
2004,7,DC,Final,"18,703","201,043",.,9.30
2004,7,DE,Final,"38,935","405,319",.,9.61
2004,7,FL,Final,"1,081,689","12,115,848",.,8.93
2004,7,GA,Final,"482,332","5,741,037",.,8.40
2004,7,HI,Final,"49,215","275,356",.,17.87
2004,7,IA,Final,"125,882","1,285,684",.,9.79
2004,7,ID,Final,"37,729","570,997",.,6.61
2004,7,IL,Final,"415,901","4,554,788",.,9.13
2004,7,IN,Final,"221,654","3,007,566",.,7.37
2004,7,KS,Final,"118,029","1,419,905",.,8.31
2004,7,KY,Final,"152,240","2,443,542",.,6.23
2004,7,LA,Final,"261,425","3,134,114",.,8.34
2004,7,MA,Final,"203,566","1,735,786",.,11.73
2004,7,MD,Final,"222,135","2,506,793",.,8.86
2004,7,ME,Final,"42,129","329,600",.,12.78
2004,7,MI,Final,"272,458","3,155,643",.,8.63
2004,7,MN,Final,"170,543","1,940,116",.,8.79
2004,7,MO,Final,"259,817","3,272,668",.,7.94
2004,7,MS,Final,"165,224","1,888,385",.,8.75
2004,7,MT,Final,"26,394","315,140",.,8.38
2004,7,NC,Final,"457,505","5,346,503",.,8.56
2004,7,ND,Final,"19,823","250,778",.,7.90
2004,7,NE,Final,"68,759","835,393",.,8.23
2004,7,NH,Final,"45,635","357,876",.,12.75
2004,7,NJ,Final,"387,288","3,126,379",.,12.39
2004,7,NM,Final,"49,321","545,559",.,9.04
2004,7,NV,Final,"139,237","1,439,396",.,9.67
2004,7,NY,Final,"676,342","4,403,418",.,15.36
2004,7,OH,Final,"429,464","4,786,340",.,8.97
2004,7,OK,Final,"194,911","2,268,218",.,8.59
2004,7,OR,Final,"89,371","1,245,228",.,7.18
2004,7,PA,Final,"466,286","4,567,927",.,10.21
2004,7,RI,Final,"34,106","278,197",.,12.26
2004,7,SC,Final,"250,427","3,045,898",.,8.22
2004,7,SD,Final,"26,120","310,859",.,8.40
2004,7,TN,Final,"259,588","3,804,258",.,6.82
2004,7,TX,Final,"1,415,625","13,509,591",.,10.48
2004,7,UT,Final,"64,830","834,347",.,7.77
2004,7,VA,Final,"356,107","4,147,814",.,8.59
2004,7,VT,Final,"22,982","174,665",.,13.16
2004,7,WA,Final,"132,854","2,094,004",.,6.34
2004,7,WI,Final,"178,631","1,901,151",.,9.40
2004,7,WV,Final,"57,334","910,430",.,6.30
2004,7,WY,Final,"13,226","169,129",.,7.82
2004,6,AK,Final,"17,866","137,965",.,12.95
2004,6,AL,Final,"224,478","2,893,676",.,7.76
2004,6,AR,Final,"109,786","1,372,358",.,8.00
2004,6,AZ,Final,"259,354","2,849,687",.,9.10
2004,6,CA,Final,"848,278","6,843,063",.,12.40
2004,6,CO,Final,"107,016","1,233,723",.,8.67
2004,6,CT,Final,"133,301","1,079,204",.,12.35
2004,6,DC,Final,"16,012","164,292",.,9.75
2004,6,DE,Final,"32,379","335,617",.,9.65
2004,6,FL,Final,"972,540","10,977,592",.,8.86
2004,6,GA,Final,"403,255","4,953,218",.,8.14
2004,6,HI,Final,"46,764","261,087",.,17.91
2004,6,IA,Final,"97,077","1,015,727",.,9.56
2004,6,ID,Final,"33,783","505,197",.,6.69
2004,6,IL,Final,"338,684","3,773,340",.,8.98
2004,6,IN,Final,"193,454","2,600,132",.,7.44
2004,6,KS,Final,"95,145","1,185,765",.,8.02
2004,6,KY,Final,"139,128","2,217,173",.,6.28
2004,6,LA,Final,"224,854","2,731,729",.,8.23
2004,6,MA,Final,"180,476","1,562,394",.,11.55
2004,6,MD,Final,"199,690","2,275,271",.,8.78
2004,6,ME,Final,"39,229","317,242",.,12.37
2004,6,MI,Final,"233,729","2,652,672",.,8.81
2004,6,MN,Final,"132,059","1,546,291",.,8.54
2004,6,MO,Final,"219,512","2,776,087",.,7.91
2004,6,MS,Final,"141,825","1,634,892",.,8.67
2004,6,MT,Final,"23,767","284,878",.,8.34
2004,6,NC,Final,"390,606","4,751,006",.,8.22
2004,6,ND,Final,"16,937","216,245",.,7.83
2004,6,NE,Final,"53,856","681,822",.,7.90
2004,6,NH,Final,"40,407","317,066",.,12.74
2004,6,NJ,Final,"297,332","2,463,993",.,12.07
2004,6,NM,Final,"42,978","481,628",.,8.92
2004,6,NV,Final,"108,493","1,124,275",.,9.65
2004,6,NY,Final,"548,405","3,657,837",.,14.99
2004,6,OH,Final,"372,969","4,104,392",.,9.09
2004,6,OK,Final,"164,477","1,879,178",.,8.75
2004,6,OR,Final,"89,075","1,255,687",.,7.09
2004,6,PA,Final,"391,898","3,835,701",.,10.22
2004,6,RI,Final,"27,329","228,429",.,11.96
2004,6,SC,Final,"218,771","2,660,933",.,8.22
2004,6,SD,Final,"21,654","257,443",.,8.41
2004,6,TN,Final,"233,339","3,386,407",.,6.89
2004,6,TX,Final,"1,237,772","11,855,394",.,10.44
2004,6,UT,Final,"45,278","582,282",.,7.78
2004,6,VA,Final,"300,478","3,538,245",.,8.49
2004,6,VT,Final,"20,551","154,114",.,13.33
2004,6,WA,Final,"136,352","2,149,006",.,6.34
2004,6,WI,Final,"159,280","1,680,215",.,9.48
2004,6,WV,Final,"47,440","746,236",.,6.36
2004,6,WY,Final,"11,414","147,324",.,7.75
2004,5,AK,Final,"18,900","146,792",.,12.88
2004,5,AL,Final,"175,232","2,252,708",.,7.78
2004,5,AR,Final,"76,292","998,221",.,7.64
2004,5,AZ,Final,"200,151","2,161,958",.,9.26
2004,5,CA,Final,"703,469","5,876,890",.,11.97
2004,5,CO,Final,"97,394","1,126,265",.,8.65
2004,5,CT,Final,"108,840","882,037",.,12.34
2004,5,DC,Final,"11,253","131,460",.,8.56
2004,5,DE,Final,"24,689","281,262",.,8.78
2004,5,FL,Final,"737,154","8,238,817",.,8.95
2004,5,GA,Final,"294,826","3,700,524",.,7.97
2004,5,HI,Final,"45,250","256,327",.,17.65
2004,5,IA,Final,"77,397","864,870",.,8.95
2004,5,ID,Final,"27,616","447,693",.,6.17
2004,5,IL,Final,"255,092","2,910,507",.,8.76
2004,5,IN,Final,"160,738","2,106,697",.,7.63
2004,5,KS,Final,"73,566","940,141",.,7.82
2004,5,KY,Final,"107,029","1,712,300",.,6.25
2004,5,LA,Final,"154,219","1,913,710",.,8.06
2004,5,MA,Final,"159,200","1,392,541",.,11.43
2004,5,MD,Final,"154,616","1,943,159",.,7.96
2004,5,ME,Final,"36,963","291,759",.,12.67
2004,5,MI,Final,"197,667","2,412,598",.,8.19
2004,5,MN,Final,"109,661","1,381,713",.,7.94
2004,5,MO,Final,"165,146","2,154,859",.,7.66
2004,5,MS,Final,"98,536","1,167,341",.,8.44
2004,5,MT,Final,"22,185","275,142",.,8.06
2004,5,NC,Final,"294,534","3,488,050",.,8.44
2004,5,ND,Final,"16,938","236,813",.,7.15
2004,5,NE,Final,"40,459","583,764",.,6.93
2004,5,NH,Final,"37,580","293,813",.,12.79
2004,5,NJ,Final,"221,771","2,025,354",.,10.95
2004,5,NM,Final,"36,840","411,522",.,8.95
2004,5,NV,Final,"82,705","827,487",.,9.99
2004,5,NY,Final,"473,397","3,334,906",.,14.20
2004,5,OH,Final,"284,529","3,239,494",.,8.78
2004,5,OK,Final,"105,633","1,410,997",.,7.49
2004,5,OR,Final,"84,098","1,169,709",.,7.19
2004,5,PA,Final,"346,269","3,523,884",.,9.83
2004,5,RI,Final,"25,160","213,309",.,11.80
2004,5,SC,Final,"164,928","1,997,544",.,8.26
2004,5,SD,Final,"19,390","244,216",.,7.94
2004,5,TN,Final,"176,431","2,486,597",.,7.10
2004,5,TX,Final,"846,259","8,669,602",.,9.76
2004,5,UT,Final,"39,514","523,709",.,7.55
2004,5,VA,Final,"267,408","3,180,850",.,8.41
2004,5,VT,Final,"19,926","152,482",.,13.07
2004,5,WA,Final,"138,814","2,211,735",.,6.28
2004,5,WI,Final,"137,976","1,488,846",.,9.27
2004,5,WV,Final,"48,941","751,490",.,6.51
2004,5,WY,Final,"12,209","163,748",.,7.46
2004,4,AK,Final,"21,340","174,754",.,12.21
2004,4,AL,Final,"146,179","1,795,553",.,8.14
2004,4,AR,Final,"70,470","948,116",.,7.43
2004,4,AZ,Final,"139,316","1,730,017",.,8.05
2004,4,CA,Final,"674,829","5,903,532",.,11.43
2004,4,CO,Final,"93,099","1,107,707",.,8.40
2004,4,CT,Final,"112,790","933,154",.,12.09
2004,4,DC,Final,"8,104","116,221",.,6.97
2004,4,DE,Final,"26,410","314,053",.,8.41
2004,4,FL,Final,"695,493","7,015,998",.,9.91
2004,4,GA,Final,"240,852","3,086,699",.,7.80
2004,4,HI,Final,"43,651","249,502",.,17.50
2004,4,IA,Final,"73,323","843,079",.,8.70
2004,4,ID,Final,"29,460","512,489",.,5.75
2004,4,IL,Final,"237,855","2,810,255",.,8.46
