Year,Month,State,Data Status,Thousand Dollars,Megawatthours,Count,Cents/kWh
2001,7,ID,Final,"30,134","474,507",.,6.35
2001,7,IL,Final,"432,870","4,594,074",.,9.42
2001,7,IN,Final,"207,701","3,020,790",.,6.88
2001,7,KS,Final,"142,281","1,743,294",.,8.16
2001,7,KY,Final,"133,458","2,345,120",.,5.69
2001,7,LA,Final,"227,675","2,907,569",.,7.83
2001,7,MA,Final,"211,295","1,596,441",.,13.24
2001,7,MD,Final,"192,391","2,224,802",.,8.65
2001,7,ME,Final,"44,169","339,398",.,13.01
2001,7,MI,Final,"286,008","3,313,070",.,8.63
2001,7,MN,Final,"174,782","2,116,986",.,8.26
2001,7,MO,Final,"272,923","3,393,703",.,8.04
2001,7,MS,Final,"145,581","1,861,327",.,7.82
2001,7,MT,Final,"23,458","320,372",.,7.32
2001,7,NC,Final,"378,323","4,550,674",.,8.31
2001,7,ND,Final,"20,508","283,426",.,7.24
2001,7,NE,Final,"70,881","952,933",.,7.44
2001,7,NH,Final,"41,567","328,445",.,12.66
2001,7,NJ,Final,"295,484","2,678,532",.,11.03
2001,7,NM,Final,"43,997","492,232",.,8.94
2001,7,NV,Final,"109,136","1,179,507",.,9.25
2001,7,NY,Final,"632,535","4,220,175",.,14.99
2001,7,OH,Final,"433,398","4,808,920",.,9.01
2001,7,OK,Final,"197,686","2,482,070",.,7.96
2001,7,OR,Final,"69,070","1,103,938",.,6.26
2001,7,PA,Final,"408,957","3,961,300",.,10.32
2001,7,RI,Final,"31,003","239,095",.,12.97
2001,7,SC,Final,"194,284","2,522,941",.,7.70
2001,7,SD,Final,"27,603","342,377",.,8.06
2001,7,TN,Final,"216,075","3,440,695",.,6.28
2001,7,TX,Final,"1,253,823","13,128,231",.,9.55
2001,7,UT,Final,"49,236","713,461",.,6.90
2001,7,VA,Final,"286,555","3,434,988",.,8.34
2001,7,VT,Final,"21,596","165,408",.,13.06
2001,7,WA,Final,"108,409","1,921,028",.,5.64
2001,7,WI,Final,"165,775","2,089,778",.,7.93
2001,7,WV,Final,"50,755","795,216",.,6.38
2001,7,WY,Final,"11,562","159,897",.,7.23
2001,6,AK,Final,"16,000","129,996",.,12.31
2001,6,AL,Final,"175,695","2,461,648",.,7.14
2001,6,AR,Final,"103,339","1,244,362",.,8.30
2001,6,AZ,Final,"232,559","2,571,914",.,9.04
2001,6,CA,Final,"808,830","6,286,687",.,12.87
2001,6,CO,Final,"90,297","1,104,477",.,8.18
2001,6,CT,Final,"104,525","945,064",.,11.06
2001,6,DC,Final,"14,429","160,848",.,8.97
2001,6,DE,Final,"25,288","267,824",.,9.44
2001,6,FL,Final,"752,730","9,176,736",.,8.20
2001,6,GA,Final,"320,740","3,829,835",.,8.37
2001,6,HI,Final,"37,138","226,752",.,16.38
2001,6,IA,Final,"89,205","996,773",.,8.95
2001,6,ID,Final,"26,356","400,813",.,6.58
2001,6,IL,Final,"301,850","3,200,664",.,9.43
2001,6,IN,Final,"166,903","2,313,476",.,7.21
2001,6,KS,Final,"89,436","1,147,847",.,7.79
2001,6,KY,Final,"104,294","1,814,156",.,5.75
2001,6,LA,Final,"210,317","2,389,403",.,8.80
2001,6,MA,Final,"184,531","1,468,433",.,12.57
2001,6,MD,Final,"176,453","2,061,973",.,8.56
2001,6,ME,Final,"40,168","301,769",.,13.31
2001,6,MI,Final,"231,211","2,714,062",.,8.52
2001,6,MN,Final,"128,048","1,560,839",.,8.20
2001,6,MO,Final,"199,378","2,445,540",.,8.15
2001,6,MS,Final,"118,929","1,522,866",.,7.81
2001,6,MT,Final,"19,740","274,101",.,7.20
2001,6,NC,Final,"302,226","3,691,121",.,8.19
2001,6,ND,Final,"15,984","214,264",.,7.46
2001,6,NE,Final,"48,361","650,338",.,7.44
2001,6,NH,Final,"35,848","296,843",.,12.08
2001,6,NJ,Final,"249,065","2,292,851",.,10.86
2001,6,NM,Final,"37,573","411,596",.,9.13
2001,6,NV,Final,"98,697","1,069,104",.,9.23
2001,6,NY,Final,"500,027","3,468,904",.,14.41
2001,6,OH,Final,"330,682","3,561,752",.,9.28
2001,6,OK,Final,"143,696","1,788,729",.,8.03
2001,6,OR,Final,"73,289","1,154,897",.,6.35
2001,6,PA,Final,"370,794","3,489,225",.,10.63
2001,6,RI,Final,"27,326","217,433",.,12.57
2001,6,SC,Final,"163,375","2,094,673",.,7.80
2001,6,SD,Final,"20,505","248,574",.,8.25
2001,6,TN,Final,"175,616","2,755,611",.,6.37
2001,6,TX,Final,"1,028,975","10,686,071",.,9.63
2001,6,UT,Final,"39,340","558,225",.,7.05
2001,6,VA,Final,"259,862","3,071,606",.,8.46
2001,6,VT,Final,"19,801","152,212",.,13.01
2001,6,WA,Final,"117,032","2,063,708",.,5.67
2001,6,WI,Final,"134,799","1,660,559",.,8.12
2001,6,WV,Final,"42,639","650,550",.,6.55
2001,6,WY,Final,"10,043","139,589",.,7.19
2001,5,AK,Final,"16,879","139,193",.,12.13
2001,5,AL,Final,"140,588","1,945,314",.,7.23
2001,5,AR,Final,"76,067","951,217",.,8.00
2001,5,AZ,Final,"186,672","1,983,740",.,9.41
2001,5,CA,Final,"663,124","5,541,028",.,11.97
2001,5,CO,Final,"79,051","1,008,523",.,7.84
2001,5,CT,Final,"86,916","775,912",.,11.20
2001,5,DC,Final,"10,153","115,769",.,8.77
2001,5,DE,Final,"20,097","231,331",.,8.69
2001,5,FL,Final,"624,561","6,995,791",.,8.93
2001,5,GA,Final,"241,867","3,091,007",.,7.82
2001,5,HI,Final,"37,363","229,170",.,16.30
2001,5,IA,Final,"74,015","810,328",.,9.13
2001,5,ID,Final,"30,387","468,589",.,6.48
2001,5,IL,Final,"250,772","2,724,446",.,9.20
2001,5,IN,Final,"138,153","1,893,080",.,7.30
2001,5,KS,Final,"66,347","844,431",.,7.86
2001,5,KY,Final,"88,384","1,536,165",.,5.75
2001,5,LA,Final,"156,407","1,878,379",.,8.33
2001,5,MA,Final,"156,075","1,251,549",.,12.47
2001,5,MD,Final,"133,843","1,581,567",.,8.46
2001,5,ME,Final,"36,326","255,104",.,14.24
2001,5,MI,Final,"182,271","2,233,682",.,8.16
2001,5,MN,Final,"104,030","1,322,275",.,7.87
2001,5,MO,Final,"148,278","1,999,478",.,7.42
2001,5,MS,Final,"88,970","1,146,134",.,7.76
2001,5,MT,Final,"18,465","266,187",.,6.94
2001,5,NC,Final,"247,079","3,004,071",.,8.22
2001,5,ND,Final,"15,726","230,881",.,6.81
2001,5,NE,Final,"36,008","558,840",.,6.44
2001,5,NH,Final,"31,248","269,802",.,11.58
2001,5,NJ,Final,"166,441","1,677,709",.,9.92
2001,5,NM,Final,"32,342","349,889",.,9.24
2001,5,NV,Final,"71,967","781,660",.,9.21
2001,5,NY,Final,"432,911","3,090,920",.,14.01
2001,5,OH,Final,"277,703","3,108,430",.,8.93
2001,5,OK,Final,"97,284","1,258,614",.,7.73
2001,5,OR,Final,"80,095","1,296,982",.,6.18
2001,5,PA,Final,"302,540","3,030,812",.,9.98
2001,5,RI,Final,"24,249","195,945",.,12.38
2001,5,SC,Final,"126,782","1,626,681",.,7.79
2001,5,SD,Final,"18,307","236,066",.,7.76
2001,5,TN,Final,"153,008","2,367,965",.,6.46
2001,5,TX,Final,"698,232","7,840,343",.,8.91
2001,5,UT,Final,"32,932","462,010",.,7.13
2001,5,VA,Final,"191,989","2,349,075",.,8.17
2001,5,VT,Final,"18,168","144,276",.,12.59
2001,5,WA,Final,"140,089","2,438,889",.,5.74
2001,5,WI,Final,"113,893","1,408,654",.,8.09
2001,5,WV,Final,"41,404","634,240",.,6.53
2001,5,WY,Final,"10,200","149,011",.,6.85
2001,4,AK,Final,"18,600","155,222",.,11.98
2001,4,AL,Final,"138,439","1,886,082",.,7.34
2001,4,AR,Final,"76,348","954,641",.,8.00
2001,4,AZ,Final,"113,631","1,404,356",.,8.09
2001,4,CA,Final,"601,334","5,395,783",.,11.14
2001,4,CO,Final,"74,420","997,275",.,7.46
2001,4,CT,Final,"94,845","872,418",.,10.87
2001,4,DC,Final,"7,227","108,247",.,6.68
2001,4,DE,Final,"22,978","278,407",.,8.25
2001,4,FL,Final,"611,865","6,919,498",.,8.84
2001,4,GA,Final,"218,327","2,948,651",.,7.40
2001,4,HI,Final,"35,569","219,727",.,16.19
2001,4,IA,Final,"71,361","823,620",.,8.66
2001,4,ID,Final,"29,484","535,517",.,5.51
2001,4,IL,Final,"243,295","2,760,593",.,8.81
2001,4,IN,Final,"137,342","1,934,990",.,7.10
2001,4,KS,Final,"57,248","755,467",.,7.58
2001,4,KY,Final,"90,880","1,611,068",.,5.64
2001,4,LA,Final,"139,391","1,614,184",.,8.64
2001,4,MA,Final,"167,440","1,340,544",.,12.49
2001,4,MD,Final,"128,790","1,795,394",.,7.17
2001,4,ME,Final,"39,517","320,698",.,12.32
2001,4,MI,Final,"176,663","2,185,404",.,8.08
2001,4,MN,Final,"93,224","1,266,434",.,7.36
2001,4,MO,Final,"126,915","1,936,292",.,6.55
2001,4,MS,Final,"79,619","1,072,630",.,7.42
2001,4,MT,Final,"19,544","309,581",.,6.31
2001,4,NC,Final,"267,384","3,341,507",.,8.00
2001,4,ND,Final,"16,784","267,264",.,6.28
2001,4,NE,Final,"35,456","589,692",.,6.01
2001,4,NH,Final,"38,945","279,614",.,13.93
2001,4,NJ,Final,"172,150","1,739,082",.,9.90
2001,4,NM,Final,"29,323","334,979",.,8.75
2001,4,NV,Final,"53,168","569,060",.,9.34
2001,4,NY,Final,"437,000","3,251,181",.,13.44
2001,4,OH,Final,"274,736","3,278,867",.,8.38
2001,4,OK,Final,"88,935","1,154,237",.,7.71
2001,4,OR,Final,"91,307","1,510,451",.,6.05
2001,4,PA,Final,"328,649","3,503,667",.,9.38
2001,4,RI,Final,"26,048","197,802",.,13.17
2001,4,SC,Final,"130,447","1,695,897",.,7.69
2001,4,SD,Final,"19,434","268,749",.,7.23
2001,4,TN,Final,"168,723","2,651,463",.,6.36
2001,4,TX,Final,"598,916","7,033,397",.,8.52
2001,4,UT,Final,"30,534","442,681",.,6.90
2001,4,VA,Final,"195,523","2,565,637",.,7.62
2001,4,VT,Final,"18,482","153,487",.,12.04
2001,4,WA,Final,"163,343","2,853,568",.,5.72
2001,4,WI,Final,"115,885","1,445,123",.,8.02
2001,4,WV,Final,"47,080","757,174",.,6.22
2001,4,WY,Final,"10,998","166,479",.,6.61
2001,3,AK,Final,"19,706","161,376",.,12.21
2001,3,AL,Final,"141,598","1,919,162",.,7.38
2001,3,AR,Final,"78,387","1,056,675",.,7.42
2001,3,AZ,Final,"125,087","1,690,146",.,7.40
2001,3,CA,Final,"737,202","6,527,290",.,11.29
2001,3,CO,Final,"81,518","1,159,501",.,7.03
2001,3,CT,Final,"111,727","1,054,435",.,10.60
2001,3,DC,Final,"9,073","136,367",.,6.65
2001,3,DE,Final,"26,144","329,686",.,7.93
2001,3,FL,Final,"578,044","6,793,984",.,8.51
2001,3,GA,Final,"230,883","3,084,917",.,7.48
2001,3,HI,Final,"38,091","229,724",.,16.58
2001,3,IA,Final,"76,413","947,845",.,8.06
2001,3,ID,Final,"35,191","650,393",.,5.41
2001,3,IL,Final,"268,799","3,226,525",.,8.33
2001,3,IN,Final,"162,122","2,407,571",.,6.73
2001,3,KS,Final,"63,204","849,560",.,7.44
2001,3,KY,Final,"105,329","1,914,805",.,5.50
2001,3,LA,Final,"144,028","1,570,677",.,9.17
2001,3,MA,Final,"196,703","1,628,801",.,12.08
2001,3,MD,Final,"148,189","2,119,295",.,6.99
2001,3,ME,Final,"44,292","350,322",.,12.64
2001,3,MI,Final,"214,682","2,656,751",.,8.08
2001,3,MN,Final,"107,981","1,476,587",.,7.31
2001,3,MO,Final,"148,408","2,312,871",.,6.42
2001,3,MS,Final,"77,162","1,080,763",.,7.14
2001,3,MT,Final,"22,764","358,423",.,6.35
2001,3,NC,Final,"283,521","3,535,048",.,8.02
2001,3,ND,Final,"19,093","325,569",.,5.86
2001,3,NE,Final,"39,755","696,928",.,5.70
2001,3,NH,Final,"44,947","343,675",.,13.08
2001,3,NJ,Final,"192,665","1,968,493",.,9.79
2001,3,NM,Final,"31,866","386,791",.,8.24
2001,3,NV,Final,"51,201","572,954",.,8.94
2001,3,NY,Final,"500,044","3,682,958",.,13.58
2001,3,OH,Final,"322,441","4,034,498",.,7.99
2001,3,OK,Final,"98,832","1,325,776",.,7.45
2001,3,OR,Final,"105,213","1,780,770",.,5.91
2001,3,PA,Final,"383,264","4,124,787",.,9.29
2001,3,RI,Final,"29,003","240,933",.,12.04
2001,3,SC,Final,"134,277","1,729,480",.,7.76
2001,3,SD,Final,"21,505","312,194",.,6.89
2001,3,TN,Final,"178,186","2,818,070",.,6.32
2001,3,TX,Final,"611,673","7,293,281",.,8.39
2001,3,UT,Final,"32,945","501,788",.,6.57
2001,3,VA,Final,"244,214","3,259,745",.,7.49
2001,3,VT,Final,"22,301","179,800",.,12.40
2001,3,WA,Final,"184,880","3,236,920",.,5.71
2001,3,WI,Final,"126,450","1,625,655",.,7.78
2001,3,WV,Final,"57,039","918,017",.,6.21
2001,3,WY,Final,"13,384","216,004",.,6.20
2001,2,AK,Final,"19,989","175,443",.,11.39
2001,2,AL,Final,"140,594","2,109,814",.,6.66
2001,2,AR,Final,"86,426","1,215,750",.,7.11
2001,2,AZ,Final,"127,612","1,790,024",.,7.13
2001,2,CA,Final,"682,686","6,126,173",.,11.14
2001,2,CO,Final,"82,808","1,158,036",.,7.15
2001,2,CT,Final,"100,802","985,469",.,10.23
2001,2,DC,Final,"10,693","155,062",.,6.90
2001,2,DE,Final,"27,330","350,371",.,7.80
2001,2,FL,Final,"654,577","7,891,735",.,8.29
2001,2,GA,Final,"247,182","3,397,624",.,7.28
2001,2,HI,Final,"34,183","204,313",.,16.73
2001,2,IA,Final,"79,441","1,000,831",.,7.94
2001,2,ID,Final,"38,602","720,679",.,5.36
2001,2,IL,Final,"276,209","3,346,876",.,8.25
2001,2,IN,Final,"167,108","2,503,738",.,6.67
2001,2,KS,Final,"61,523","867,337",.,7.09
2001,2,KY,Final,"113,755","2,052,240",.,5.54
2001,2,LA,Final,"159,282","1,869,902",.,8.52
2001,2,MA,Final,"179,527","1,491,987",.,12.03
2001,2,MD,Final,"152,390","2,214,309",.,6.88
2001,2,ME,Final,"41,464","322,891",.,12.84
2001,2,MI,Final,"204,002","2,512,965",.,8.12
2001,2,MN,Final,"118,237","1,627,715",.,7.26
2001,2,MO,Final,"166,692","2,726,882",.,6.11
2001,2,MS,Final,"86,939","1,299,798",.,6.69
2001,2,MT,Final,"24,167","374,377",.,6.46
2001,2,NC,Final,"321,340","4,136,460",.,7.77
2001,2,ND,Final,"22,361","388,929",.,5.75
2001,2,NE,Final,"43,167","771,159",.,5.60
2001,2,NH,Final,"41,549","319,132",.,13.02
2001,2,NJ,Final,"188,230","2,014,652",.,9.34
2001,2,NM,Final,"34,067","425,306",.,8.01
2001,2,NV,Final,"47,832","603,205",.,7.93
2001,2,NY,Final,"515,754","3,701,674",.,13.93
2001,2,OH,Final,"315,533","4,011,779",.,7.87
2001,2,OK,Final,"97,372","1,440,974",.,6.76
2001,2,OR,Final,"108,990","1,874,702",.,5.81
2001,2,PA,Final,"372,337","4,133,944",.,9.01
2001,2,RI,Final,"26,248","218,353",.,12.02
2001,2,SC,Final,"162,443","2,169,510",.,7.49
2001,2,SD,Final,"23,228","343,688",.,6.76
2001,2,TN,Final,"219,744","3,528,141",.,6.23
2001,2,TX,Final,"702,241","8,755,310",.,8.02
2001,2,UT,Final,"36,552","535,262",.,6.83
2001,2,VA,Final,"243,774","3,368,694",.,7.24
2001,2,VT,Final,"23,441","187,051",.,12.53
2001,2,WA,Final,"196,274","3,560,284",.,5.51
2001,2,WI,Final,"129,960","1,694,668",.,7.67
2001,2,WV,Final,"59,607","988,543",.,6.03
2001,2,WY,Final,"13,373","213,908",.,6.25
2001,1,AK,Final,"23,129","206,108",.,11.22
2001,1,AL,Final,"206,459","3,263,403",.,6.33
2001,1,AR,Final,"111,446","1,619,065",.,6.88
2001,1,AZ,Final,"144,174","2,062,589",.,6.99
2001,1,CA,Final,"788,007","7,235,934",.,10.89
2001,1,CO,Final,"95,360","1,421,031",.,6.71
2001,1,CT,Final,"139,107","1,299,569",.,10.70
2001,1,DC,Final,"14,386","200,794",.,7.16
2001,1,DE,Final,"31,702","416,649",.,7.61
2001,1,FL,Final,"851,055","10,457,915",.,8.14
2001,1,GA,Final,"326,900","4,840,229",.,6.75
2001,1,HI,Final,"41,950","247,576",.,16.94
2001,1,IA,Final,"91,654","1,197,314",.,7.65
2001,1,ID,Final,"44,188","848,622",.,5.21
2001,1,IL,Final,"321,989","4,276,215",.,7.53
2001,1,IN,Final,"206,588","3,398,506",.,6.08
2001,1,KS,Final,"73,926","1,085,300",.,6.81
2001,1,KY,Final,"150,244","2,920,583",.,5.14
2001,1,LA,Final,"195,627","2,453,050",.,7.97
2001,1,MA,Final,"215,149","1,814,776",.,11.86
2001,1,MD,Final,"187,434","2,782,427",.,6.74
2001,1,ME,Final,"50,184","387,254",.,12.96
2001,1,MI,Final,"256,683","3,177,954",.,8.08
2001,1,MN,Final,"127,304","1,810,552",.,7.03
2001,1,MO,Final,"189,790","3,233,671",.,5.87
2001,1,MS,Final,"113,475","1,758,278",.,6.45
2001,1,MT,Final,"28,421","441,088",.,6.44
2001,1,NC,Final,"418,539","5,555,018",.,7.53
2001,1,ND,Final,"22,064","394,149",.,5.60
2001,1,NE,Final,"44,894","852,994",.,5.26
2001,1,NH,Final,"54,737","404,881",.,13.52
2001,1,NJ,Final,"224,785","2,337,549",.,9.62
2001,1,NM,Final,"38,478","481,883",.,7.98
2001,1,NV,Final,"57,067","756,177",.,7.55
2001,1,NY,Final,"579,867","4,175,334",.,13.89
2001,1,OH,Final,"412,317","5,432,959",.,7.59
2001,1,OK,Final,"129,201","1,979,737",.,6.53
2001,1,OR,Final,"121,119","2,133,258",.,5.68
2001,1,PA,Final,"446,729","5,112,702",.,8.74
2001,1,RI,Final,"30,801","257,442",.,11.96
2001,1,SC,Final,"225,817","3,066,259",.,7.36
2001,1,SD,Final,"24,520","376,151",.,6.52
2001,1,TN,Final,"282,826","4,629,247",.,6.11
2001,1,TX,Final,"878,295","11,438,570",.,7.68
2001,1,UT,Final,"36,053","584,016",.,6.17
2001,1,VA,Final,"308,830","4,514,030",.,6.84
2001,1,VT,Final,"26,013","208,606",.,12.47
2001,1,WA,Final,"196,610","3,968,130",.,4.95
2001,1,WI,Final,"148,945","1,995,253",.,7.46
2001,1,WV,Final,"76,903","1,304,381",.,5.90
2001,1,WY,Final,"15,071","250,606",.,6.01
2000,12,AK,Final,"21,911","188,256",.,11.64
2000,12,AL,Final,"181,945","2,748,170",.,6.62
2000,12,AR,Final,"93,249","1,277,472",.,7.30
2000,12,AZ,Final,"133,164","1,839,252",.,7.24
2000,12,CA,Final,"761,752","6,701,133",.,11.37
2000,12,CO,Final,"91,922","1,388,799",.,6.62
2000,12,CT,Final,"136,264","1,244,120",.,10.95
2000,12,DC,Final,"11,685","161,562",.,7.23
2000,12,DE,Final,"28,515","340,098",.,8.38
2000,12,FL,Final,"613,692","7,877,799",.,7.79
2000,12,GA,Final,"278,935","4,175,728",.,6.68
2000,12,HI,Final,"41,249","237,534",.,17.37
2000,12,IA,Final,"87,185","1,208,665",.,7.21
2000,12,ID,Final,"48,873","919,452",.,5.32
2000,12,IL,Final,"322,537","4,162,798",.,7.75
2000,12,IN,Final,"197,437","3,233,522",.,6.11
2000,12,KS,Final,"76,732","1,082,484",.,7.09
2000,12,KY,Final,"134,508","2,735,051",.,4.92
2000,12,LA,Final,"168,666","2,100,316",.,8.03
2000,12,MA,Final,"186,643","1,746,586",.,10.69
2000,12,MD,Final,"175,883","2,617,613",.,6.72
2000,12,ME,Final,"47,218","408,449",.,11.56
2000,12,MI,Final,"253,617","2,974,172",.,8.53
2000,12,MN,Final,"137,957","1,890,059",.,7.30
2000,12,MO,Final,"188,895","3,235,158",.,5.84
2000,12,MS,Final,"91,667","1,396,013",.,6.57
2000,12,MT,Final,"29,569","452,052",.,6.54
2000,12,NC,Final,"349,137","4,592,655",.,7.60
2000,12,ND,Final,"23,992","419,432",.,5.72
2000,12,NE,Final,"47,779","840,436",.,5.69
2000,12,NH,Final,"48,147","364,153",.,13.22
2000,12,NJ,Final,"218,832","2,151,761",.,10.17
2000,12,NM,Final,"36,405","441,802",.,8.24
2000,12,NV,Final,"55,823","703,821",.,7.93
2000,12,NY,Final,"542,444","3,880,097",.,13.98
2000,12,OH,Final,"399,936","5,202,966",.,7.69
2000,12,OK,Final,"117,284","1,702,407",.,6.89
2000,12,OR,Final,"123,402","2,125,696",.,5.81
2000,12,PA,Final,"424,322","4,531,598",.,9.36
2000,12,RI,Final,"30,228","241,402",.,12.52
2000,12,SC,Final,"167,459","2,357,361",.,7.10
2000,12,SD,Final,"26,098","378,481",.,6.90
2000,12,TN,Final,"229,380","3,760,202",.,6.10
2000,12,TX,Final,"699,895","8,902,227",.,7.86
2000,12,UT,Final,"40,543","648,887",.,6.25
2000,12,VA,Final,"294,726","4,237,908",.,6.95
2000,12,VT,Final,"27,152","206,038",.,13.18
2000,12,WA,Final,"175,498","3,688,422",.,4.76
2000,12,WI,Final,"149,797","2,042,171",.,7.34
2000,12,WV,Final,"68,521","1,134,518",.,6.04
2000,12,WY,Final,"14,650","244,614",.,5.99
2000,11,AK,Final,"19,707","165,011",.,11.94
2000,11,AL,Final,"126,755","1,815,647",.,6.98
2000,11,AR,Final,"67,691","930,343",.,7.28
2000,11,AZ,Final,"114,333","1,563,813",.,7.31
2000,11,CA,Final,"639,640","5,844,927",.,10.94
2000,11,CO,Final,"77,634","1,059,129",.,7.33
2000,11,CT,Final,"96,222","879,571",.,10.94
2000,11,DC,Final,"8,016","116,337",.,6.89
2000,11,DE,Final,"22,064","259,777",.,8.49
2000,11,FL,Final,"541,294","6,762,289",.,8.00
2000,11,GA,Final,"209,415","2,895,170",.,7.23
2000,11,HI,Final,"38,953","227,316",.,17.14
2000,11,IA,Final,"68,497","839,405",.,8.16
2000,11,ID,Final,"34,873","634,515",.,5.50
2000,11,IL,Final,"242,700","2,863,991",.,8.47
2000,11,IN,Final,"154,529","2,159,157",.,7.16
2000,11,KS,Final,"56,311","804,322",.,7.00
2000,11,KY,Final,"90,050","1,632,845",.,5.51
2000,11,LA,Final,"142,825","1,763,331",.,8.10
2000,11,MA,Final,"147,925","1,366,756",.,10.82
2000,11,MD,Final,"126,844","1,810,703",.,7.01
2000,11,ME,Final,"36,315","310,153",.,11.71
2000,11,MI,Final,"189,668","2,303,422",.,8.23
2000,11,MN,Final,"106,940","1,465,710",.,7.30
2000,11,MO,Final,"133,335","2,056,164",.,6.48
2000,11,MS,Final,"73,720","1,087,605",.,6.78
2000,11,MT,Final,"21,738","335,807",.,6.47
2000,11,NC,Final,"240,036","2,952,358",.,8.13
2000,11,ND,Final,"18,307","295,617",.,6.19
2000,11,NE,Final,"35,782","581,670",.,6.15
2000,11,NH,Final,"37,085","293,120",.,12.65
2000,11,NJ,Final,"175,755","1,757,261",.,10.00
2000,11,NM,Final,"30,995","363,729",.,8.52
2000,11,NV,Final,"44,531","555,185",.,8.02
2000,11,NY,Final,"445,619","3,196,737",.,13.94
2000,11,OH,Final,"291,186","3,392,164",.,8.58
2000,11,OK,Final,"78,244","1,198,711",.,6.53
2000,11,OR,Final,"96,973","1,612,929",.,6.01
2000,11,PA,Final,"316,488","3,400,809",.,9.31
2000,11,RI,Final,"23,879","197,029",.,12.12
2000,11,SC,Final,"120,541","1,589,175",.,7.59
2000,11,SD,Final,"20,383","276,117",.,7.38
2000,11,TN,Final,"157,502","2,458,363",.,6.41
2000,11,TX,Final,"593,355","7,662,498",.,7.74
2000,11,UT,Final,"29,677","480,515",.,6.18
2000,11,VA,Final,"209,343","2,816,487",.,7.43
2000,11,VT,Final,"20,900","167,351",.,12.49
2000,11,WA,Final,"146,432","2,853,624",.,5.13
2000,11,WI,Final,"115,075","1,509,063",.,7.63
2000,11,WV,Final,"47,503","735,460",.,6.46
2000,11,WY,Final,"11,767","183,044",.,6.43
2000,10,AK,Final,"17,351","145,878",.,11.89
2000,10,AL,Final,"126,889","1,789,688",.,7.09
2000,10,AR,Final,"88,030","1,154,212",.,7.63
2000,10,AZ,Final,"182,805","2,024,775",.,9.03
2000,10,CA,Final,"699,761","6,364,379",.,10.99
2000,10,CO,Final,"79,918","1,063,059",.,7.52
2000,10,CT,Final,"91,319","824,286",.,11.08
2000,10,DC,Final,"8,136","110,716",.,7.35
2000,10,DE,Final,"20,990","243,578",.,8.62
2000,10,FL,Final,"665,820","8,379,854",.,7.95
2000,10,GA,Final,"223,822","2,946,200",.,7.60
2000,10,HI,Final,"39,626","237,923",.,16.65
2000,10,IA,Final,"74,124","819,310",.,9.05
2000,10,ID,Final,"28,270","509,342",.,5.55
2000,10,IL,Final,"240,704","2,658,995",.,9.05
2000,10,IN,Final,"140,765","1,899,850",.,7.41
2000,10,KS,Final,"69,369","855,082",.,8.11
2000,10,KY,Final,"83,720","1,472,669",.,5.68
2000,10,LA,Final,"198,837","2,261,167",.,8.79
2000,10,MA,Final,"138,137","1,262,021",.,10.95
2000,10,MD,Final,"111,841","1,571,539",.,7.12
2000,10,ME,Final,"34,458","299,348",.,11.51
2000,10,MI,Final,"177,179","2,186,320",.,8.10
2000,10,MN,Final,"99,413","1,344,121",.,7.40
2000,10,MO,Final,"125,836","1,866,282",.,6.74
2000,10,MS,Final,"95,717","1,314,114",.,7.28
2000,10,MT,Final,"18,748","285,278",.,6.57
2000,10,NC,Final,"255,595","3,046,198",.,8.39
2000,10,ND,Final,"16,415","243,175",.,6.75
2000,10,NE,Final,"36,905","604,743",.,6.10
2000,10,NH,Final,"36,231","274,992",.,13.18
2000,10,NJ,Final,"158,619","1,632,877",.,9.71
2000,10,NM,Final,"32,277","378,999",.,8.52
2000,10,NV,Final,"49,376","644,996",.,7.66
2000,10,NY,Final,"445,583","3,154,700",.,14.12
2000,10,OH,Final,"277,508","3,168,367",.,8.76
2000,10,OK,Final,"109,531","1,400,940",.,7.82
2000,10,OR,Final,"74,823","1,224,462",.,6.11
2000,10,PA,Final,"290,707","3,101,136",.,9.37
2000,10,RI,Final,"22,248","191,225",.,11.63
2000,10,SC,Final,"117,079","1,539,081",.,7.61
2000,10,SD,Final,"18,585","238,652",.,7.79
2000,10,TN,Final,"157,457","2,438,812",.,6.46
2000,10,TX,Final,"877,965","10,128,357",.,8.67
2000,10,UT,Final,"30,995","479,803",.,6.46
2000,10,VA,Final,"178,946","2,344,975",.,7.63
2000,10,VT,Final,"17,661","150,407",.,11.74
2000,10,WA,Final,"114,104","2,190,941",.,5.21
2000,10,WI,Final,"119,832","1,550,063",.,7.73
2000,10,WV,Final,"41,298","638,884",.,6.46
2000,10,WY,Final,"11,010","154,449",.,7.13
2000,9,AK,Final,"15,656","134,047",.,11.68
2000,9,AL,Final,"190,567","2,690,152",.,7.08
2000,9,AR,Final,"140,231","1,794,887",.,7.81
2000,9,AZ,Final,"232,077","2,621,957",.,8.85
2000,9,CA,Final,"759,512","7,019,216",.,10.82
2000,9,CO,Final,"84,566","1,218,483",.,6.94
2000,9,CT,Final,"94,316","907,003",.,10.40
2000,9,DC,Final,"9,605","116,884",.,8.22
2000,9,DE,Final,"26,323","295,443",.,8.91
2000,9,FL,Final,"798,993","10,111,922",.,7.90
2000,9,GA,Final,"309,460","3,922,447",.,7.89
2000,9,HI,Final,"38,547","230,637",.,16.71
2000,9,IA,Final,"84,079","1,020,407",.,8.24
2000,9,ID,Final,"24,781","440,747",.,5.62
2000,9,IL,Final,"325,723","3,485,957",.,9.34
